track,artist,track_clean,artist_clean,final_emotion,reason
Pantalea,志方あきこ,pantalea,志方あきこ,anger,Already processed
Fuck The Police,Styles P,fuck the police,styles p,anger,Already processed
蒼碧の森,志方あきこ,蒼碧の森,志方あきこ,anger,Already processed
Keep Your Hand on the Plow,Mahalia Jackson,keep your hand on the plow,mahalia jackson,anger,Already processed
Licao do Vento,新居昭乃,licao do vento,新居昭乃,anger,Already processed
白夢の繭 ～Ricordando il passato～,志方あきこ,白夢の繭 ricordando il passato,志方あきこ,anger,Already processed
David Hamilton,カヒミ・カリィ,david hamilton,カヒミカリィ,anger,Already processed
春告げ ～Raggi Di Primavera～,志方あきこ,春告げ raggi di primavera,志方あきこ,anger,Already processed
Turbolence,Deadbeat,turbolence,deadbeat,anger,Already processed
"Good Morning,Herr Horst (Single Edit)",Mando Diao,good morningherr horst single edit,mando diao,anger,Already processed
迷夢,志方あきこ,迷夢,志方あきこ,anger,Already processed
Ec Tisia,志方あきこ,ec tisia,志方あきこ,anger,Already processed
謳う丘 ～Exec_Harvestasya/.～,志方あきこ,謳う丘 exec_harvestasya,志方あきこ,anger,Already processed
Justice of the Karma Law,Tangerine Dream,justice of the karma law,tangerine dream,anger,Already processed
誰ガ為ノ世界,志方あきこ,誰ガ為ノ世界,志方あきこ,anger,Already processed
イゥリプカ,志方あきこ,イゥリプカ,志方あきこ,anger,Already processed
Lunar Landings (B-Zet Radio Edit),Kalliope,lunar landings bzet radio edit,kalliope,anger,Already processed
満ち潮の夜,Zabadak,満ち潮の夜,zabadak,anger,Already processed
le lacrime,志方あきこ,le lacrime,志方あきこ,anger,Already processed
サクリファイス,志方あきこ,サクリファイス,志方あきこ,anger,Already processed
Black Shell,新居昭乃,black shell,新居昭乃,anger,Already processed
Kalliope - カリオペ,志方あきこ,kalliope カリオペ,志方あきこ,anger,Already processed
幻想林,志方あきこ,幻想林,志方あきこ,anger,Already processed
宵森人,志方あきこ,宵森人,志方あきこ,anger,Already processed
"Gone, Biggie, Gone",Sound Advice,gone biggie gone,sound advice,anger,Already processed
幽明,志方あきこ,幽明,志方あきこ,anger,Already processed
うみねこのなく頃に - Alternative Instrumental Suites -,志方あきこ,うみねこのなく頃に alternative instrumental suites ,志方あきこ,anger,Already processed
culla,志方あきこ,culla,志方あきこ,anger,Already processed
調和 ～風来の調べ～,志方あきこ,調和 風来の調べ,志方あきこ,anger,Already processed
謳う丘 ～Ar=Ciel Ar=Dor～,志方あきこ,謳う丘 arciel ardor,志方あきこ,anger,Already processed
Erato - エラト,志方あきこ,erato エラト,志方あきこ,anger,Already processed
箱庭の外で,志方あきこ,箱庭の外で,志方あきこ,anger,Already processed
Makeda ~Queen of Sheba~,志方あきこ,makeda queen of sheba,志方あきこ,anger,Already processed
The sky of twilight,志方あきこ,the sky of twilight,志方あきこ,anger,Already processed
Hanakisou,志方あきこ,hanakisou,志方あきこ,anger,Already processed
Change,Green on Red,change,green on red,anger,Already processed
Just a Party and Bullshit,Sound Advice,just a party and bullshit,sound advice,anger,Already processed
Carnaval,志方あきこ,carnaval,志方あきこ,anger,Already processed
アラベスク,志方あきこ,アラベスク,志方あきこ,anger,Already processed
謳う丘 ～Salavec rhaplanca.～,志方あきこ,謳う丘 salavec rhaplanca,志方あきこ,anger,Already processed
Vanetihu (LP Version),Nina Simone,vanetihu lp version,nina simone,anger,Already processed
No Meaning No (feat. Fine Arts Militia),Chuck D,no meaning no feat fine arts militia,chuck d,anger,Already processed
ライラニア,志方あきこ,ライラニア,志方あきこ,anger,Already processed
記憶の残滓,志方あきこ,記憶の残滓,志方あきこ,anger,Already processed
I'm No Heroine (live),Ani DiFranco,im no heroine live,ani difranco,anger,Already processed
調和 ～泡沫の子守唄～,志方あきこ,調和 泡沫の子守唄,志方あきこ,anger,Already processed
Dirty Old Dog,The M's,dirty old dog,the ms,anger,Already processed
Agnus Dei,志方あきこ,agnus dei,志方あきこ,anger,Already processed
風は遥かな明日を知る,志方あきこ,風は遥かな明日を知る,志方あきこ,anger,Already processed
ヒュメン,志方あきこ,ヒュメン,志方あきこ,anger,Already processed
玄冬,志方あきこ,玄冬,志方あきこ,anger,Already processed
透明ノスタルジア,志方あきこ,透明ノスタルジア,志方あきこ,anger,Already processed
ラ・シェール,志方あきこ,ラシェール,志方あきこ,anger,Already processed
光降る場所で～Promesse～,志方あきこ,光降る場所でpromesse,志方あきこ,anger,Already processed
Chi vuol la zingarella,志方あきこ,chi vuol la zingarella,志方あきこ,anger,Already processed
Dolce Vita,葉加瀬太郎,dolce vita,葉加瀬太郎,anger,Already processed
君の名前,志方あきこ,君の名前,志方あきこ,anger,Already processed
ナゾ？,志方あきこ,ナゾ,志方あきこ,anger,Already processed
くれなゐ,志方あきこ,くれなゐ,志方あきこ,anger,Already processed
雨やどり,志方あきこ,雨やどり,志方あきこ,anger,Already processed
英雄葬,志方あきこ,英雄葬,志方あきこ,anger,Already processed
La luna,志方あきこ,la luna,志方あきこ,anger,Already processed
Nishikaze no okurimono,志方あきこ,nishikaze no okurimono,志方あきこ,anger,Already processed
終の果て,志方あきこ,終の果て,志方あきこ,anger,Already processed
Call,志方あきこ,call,志方あきこ,anger,Already processed
Kalliope,志方あきこ,kalliope,志方あきこ,anger,Already processed
カササギ －Τα εννέα πουλιά －,志方あきこ,カササギ τα εννέα πουλιά ,志方あきこ,anger,Already processed
セイレーン － Ήρωες Αργοναύτες －,志方あきこ,セイレーン ήρωες αργοναύτες ,志方あきこ,anger,Already processed
恋ヒ数え,志方あきこ,恋ヒ数え,志方あきこ,anger,Already processed
螺旋の涙,志方あきこ,螺旋の涙,志方あきこ,anger,Already processed
Saint Bleu,新居昭乃,saint bleu,新居昭乃,anger,Already processed
Terpsichora - テルプシコラ,志方あきこ,terpsichora テルプシコラ,志方あきこ,anger,Already processed
絢,志方あきこ,絢,志方あきこ,anger,Already processed
救世主-花白-,志方あきこ,救世主花白,志方あきこ,anger,Already processed
Sorriso～Venitelo a vedere 'l mi' piccino～,志方あきこ,sorrisovenitelo a vedere l mi piccino,志方あきこ,anger,Already processed
Euterpe - エウテルペ,志方あきこ,euterpe エウテルペ,志方あきこ,anger,Already processed
Erato,志方あきこ,erato,志方あきこ,anger,Already processed
Forgotten waltz,志方あきこ,forgotten waltz,志方あきこ,anger,Already processed
sorriso～Memoria,志方あきこ,sorrisomemoria,志方あきこ,anger,Already processed
Rovina,志方あきこ,rovina,志方あきこ,anger,Already processed
Kiniro no Chousou ~Uruwashi no Bansan~,志方あきこ,kiniro no chousou uruwashi no bansan,志方あきこ,anger,Already processed
Thaleia - タレイア,志方あきこ,thaleia タレイア,志方あきこ,anger,Already processed
HDYM Everyone,Keshco,hdym everyone,keshco,anger,Already processed
Horizon Blue,志方あきこ,horizon blue,志方あきこ,anger,Already processed
白梟のテーマ,志方あきこ,白梟のテーマ,志方あきこ,anger,Already processed
Lai-La,志方あきこ,laila,志方あきこ,anger,Already processed
little holy place,志方あきこ,little holy place,志方あきこ,anger,Already processed
エウリュディケ － Μοναδική αγάπη －,志方あきこ,エウリュディケ μοναδική αγάπη ,志方あきこ,anger,Already processed
箱庭の外で～Agnus Dei,志方あきこ,箱庭の外でagnus dei,志方あきこ,anger,Already processed
"Danza, fanciulla gentile",志方あきこ,danza fanciulla gentile,志方あきこ,anger,Already processed
Innocent Place,志方あきこ,innocent place,志方あきこ,anger,Already processed
Luce,志方あきこ,luce,志方あきこ,anger,Already processed
Bazar,志方あきこ,bazar,志方あきこ,anger,Already processed
Le Lacrime～薄明～終末への歯車,志方あきこ,le lacrime薄明終末への歯車,志方あきこ,anger,Already processed
Se l' aura spira,志方あきこ,se l aura spira,志方あきこ,anger,Already processed
不条理≧楽しい?,志方あきこ,不条理楽しい,志方あきこ,anger,Already processed
LAYLANIA,志方あきこ,laylania,志方あきこ,anger,Already processed
激情 － Άδης －,志方あきこ,激情 άδης ,志方あきこ,anger,Already processed
Mean Mr. Mustard,Haley Bonar,mean mr mustard,haley bonar,anger,Already processed
或るK氏の華麗なる食卓～望郷,志方あきこ,或るk氏の華麗なる食卓望郷,志方あきこ,anger,Already processed
Blood and Fire,Goddess,blood and fire,goddess,anger,Already processed
Running Up That Hill,Kiki & Herb,running up that hill,kiki herb,anger,Already processed
Nevica Fitto Fitto,志方あきこ,nevica fitto fitto,志方あきこ,anger,Already processed
Kuro no Liliana ~Melancholia~,志方あきこ,kuro no liliana melancholia,志方あきこ,anger,Already processed
フェアリー,志方あきこ,フェアリー,志方あきこ,anger,Already processed
NU ALREST,黒百合姉妹,nu alrest,黒百合姉妹,anger,Already processed
Ourania - ウラニア,志方あきこ,ourania ウラニア,志方あきこ,anger,Already processed
Astral Highway,Goddess,astral highway,goddess,anger,Already processed
Sink Into Syngamy,Keshco,sink into syngamy,keshco,anger,Already processed
Mata no Hi ~Prologo~,志方あきこ,mata no hi prologo,志方あきこ,anger,Already processed
Melpomene - メルポメネ,志方あきこ,melpomene メルポメネ,志方あきこ,anger,Already processed
We Had Such A Lovely Time,Keshco,we had such a lovely time,keshco,anger,Already processed
Wax Violet,Keshco,wax violet,keshco,anger,Already processed
をかし,志方あきこ,をかし,志方あきこ,anger,Already processed
Au GuMu,志方あきこ,au gumu,志方あきこ,anger,Already processed
blue forest,黒百合姉妹,blue forest,黒百合姉妹,anger,Already processed
Fato,志方あきこ,fato,志方あきこ,anger,Already processed
Voodoo Blues,Goddess,voodoo blues,goddess,anger,Already processed
Climate Dance,Keshco,climate dance,keshco,anger,Already processed
Shiver,Amy Courts,shiver,amy courts,anger,Already processed
Sexual,Goddess,sexual,goddess,anger,Already processed
Not The End,OK Punk!,not the end,ok punk,anger,Already processed
オトシモノ,志方あきこ,オトシモノ,志方あきこ,anger,Already processed
EXEC_with.METHOD_METAFALICA/.,志方あきこ & 霜月はるか,exec_withmethod_metafalica,志方あきこ 霜月はるか,anger,Already processed
Under del Linden,黒百合姉妹,under del linden,黒百合姉妹,anger,Already processed
Robert's Doogies Song,Keshco,roberts doogies song,keshco,anger,Already processed
Messiah,柚楽弥衣,messiah,柚楽弥衣,anger,Already processed
The Spiral,Goddess,the spiral,goddess,anger,Already processed
The Wheel Of Fortune - Fortuna,Tomoko Imoto,the wheel of fortune fortuna,tomoko imoto,anger,Already processed
SACRIFICE,志方あきこ,sacrifice,志方あきこ,anger,Already processed
籠の鳥,志方あきこ,籠の鳥,志方あきこ,anger,Already processed
或るK氏の？,志方あきこ,或るk氏の,志方あきこ,anger,Already processed
百鬼夜行,志方あきこ,百鬼夜行,志方あきこ,anger,Already processed
花鳥風月,志方あきこ,花鳥風月,志方あきこ,anger,Already processed
森羅,志方あきこ,森羅,志方あきこ,anger,Already processed
FAIRY,志方あきこ,fairy,志方あきこ,anger,Already processed
Digital Veil,Goddess,digital veil,goddess,anger,Already processed
Indecent Majority,Keshco,indecent majority,keshco,anger,Already processed
Pantalea ～散夜花影～,志方あきこ,pantalea 散夜花影,志方あきこ,anger,Already processed
Asian Parfait - Jasmine,Tomoko Imoto,asian parfait jasmine,tomoko imoto,anger,Already processed
Araldo,志方あきこ,araldo,志方あきこ,anger,Already processed
Scene IV (Act IV Scene II): Boris's Final Prayer,Modest Petrovich Mussorgsky,scene iv act iv scene ii boriss final prayer,modest petrovich mussorgsky,anger,Already processed
Kaze Ha Harukana Asu Wo Shiru,志方あきこ,kaze ha harukana asu wo shiru,志方あきこ,anger,Already processed
風薫る,志方あきこ,風薫る,志方あきこ,anger,Already processed
Living Sacrifice,Tomoko Imoto,living sacrifice,tomoko imoto,anger,Already processed
Pirates of the Caribbean,Tomoko Imoto,pirates of the caribbean,tomoko imoto,anger,Already processed
Farfalle,志方あきこ,farfalle,志方あきこ,anger,Already processed
Santo,志方あきこ,santo,志方あきこ,anger,Already processed
Makuai Kaokageuo Sonokoro Danintachiha Kentoutigainahoukouwo Daisousaku,志方あきこ,makuai kaokageuo sonokoro danintachiha kentoutigainahoukouwo daisousaku,志方あきこ,anger,Already processed
The Wheel Of Fortune,Tomoko Imoto,the wheel of fortune,tomoko imoto,anger,Already processed
La Sirene,Tomoko Imoto,la sirene,tomoko imoto,anger,Already processed
