track,artist,track_clean,artist_clean,final_emotion,reason
No Meaning No (feat. Fine Arts Militia),Chuck D,no meaning no feat fine arts militia,chuck d,anger,LYRICS_NOT_FOUND
ライラニア,志方あきこ,ライラニア,志方あきこ,anger,LYRICS_NOT_FOUND
記憶の残滓,志方あきこ,記憶の残滓,志方あきこ,anger,LYRICS_NOT_FOUND
I'm No Heroine (live),Ani DiFranco,im no heroine live,ani difranco,anger,LYRICS_NOT_FOUND
調和 ～泡沫の子守唄～,志方あきこ,調和 泡沫の子守唄,志方あきこ,anger,LYRICS_NOT_FOUND
Dirty Old Dog,The M's,dirty old dog,the ms,anger,LYRICS_NOT_FOUND
Agnus Dei,志方あきこ,agnus dei,志方あきこ,anger,LYRICS_NOT_FOUND
風は遥かな明日を知る,志方あきこ,風は遥かな明日を知る,志方あきこ,anger,LYRICS_NOT_FOUND
ヒュメン,志方あきこ,ヒュメン,志方あきこ,anger,LYRICS_NOT_FOUND
玄冬,志方あきこ,玄冬,志方あきこ,anger,LYRICS_NOT_FOUND
透明ノスタルジア,志方あきこ,透明ノスタルジア,志方あきこ,anger,LYRICS_NOT_FOUND
ラ・シェール,志方あきこ,ラシェール,志方あきこ,anger,LYRICS_NOT_FOUND
Chi vuol la zingarella,志方あきこ,chi vuol la zingarella,志方あきこ,anger,LYRICS_NOT_FOUND
Dolce Vita,葉加瀬太郎,dolce vita,葉加瀬太郎,anger,LYRICS_NOT_FOUND
君の名前,志方あきこ,君の名前,志方あきこ,anger,LYRICS_NOT_FOUND
ナゾ？,志方あきこ,ナゾ,志方あきこ,anger,LYRICS_NOT_FOUND
くれなゐ,志方あきこ,くれなゐ,志方あきこ,anger,LYRICS_NOT_FOUND
雨やどり,志方あきこ,雨やどり,志方あきこ,anger,LYRICS_NOT_FOUND
英雄葬,志方あきこ,英雄葬,志方あきこ,anger,LYRICS_NOT_FOUND
La luna,志方あきこ,la luna,志方あきこ,anger,LYRICS_NOT_FOUND
Nishikaze no okurimono,志方あきこ,nishikaze no okurimono,志方あきこ,anger,LYRICS_NOT_FOUND
終の果て,志方あきこ,終の果て,志方あきこ,anger,LYRICS_NOT_FOUND
Call,志方あきこ,call,志方あきこ,anger,LYRICS_NOT_FOUND
Kalliope,志方あきこ,kalliope,志方あきこ,anger,LYRICS_NOT_FOUND
カササギ －Τα εννέα πουλιά －,志方あきこ,カササギ τα εννέα πουλιά ,志方あきこ,anger,LYRICS_NOT_FOUND
セイレーン － Ήρωες Αργοναύτες －,志方あきこ,セイレーン ήρωες αργοναύτες ,志方あきこ,anger,LYRICS_NOT_FOUND
恋ヒ数え,志方あきこ,恋ヒ数え,志方あきこ,anger,LYRICS_NOT_FOUND
螺旋の涙,志方あきこ,螺旋の涙,志方あきこ,anger,LYRICS_NOT_FOUND
Saint Bleu,新居昭乃,saint bleu,新居昭乃,anger,LYRICS_NOT_FOUND
Terpsichora - テルプシコラ,志方あきこ,terpsichora テルプシコラ,志方あきこ,anger,LYRICS_NOT_FOUND
絢,志方あきこ,絢,志方あきこ,anger,LYRICS_NOT_FOUND
救世主-花白-,志方あきこ,救世主花白,志方あきこ,anger,LYRICS_NOT_FOUND
Sorriso～Venitelo a vedere 'l mi' piccino～,志方あきこ,sorrisovenitelo a vedere l mi piccino,志方あきこ,anger,LYRICS_NOT_FOUND
Euterpe - エウテルペ,志方あきこ,euterpe エウテルペ,志方あきこ,anger,LYRICS_NOT_FOUND
Erato,志方あきこ,erato,志方あきこ,anger,LYRICS_NOT_FOUND
Forgotten waltz,志方あきこ,forgotten waltz,志方あきこ,anger,LYRICS_NOT_FOUND
sorriso～Memoria,志方あきこ,sorrisomemoria,志方あきこ,anger,LYRICS_NOT_FOUND
Rovina,志方あきこ,rovina,志方あきこ,anger,LYRICS_NOT_FOUND
Kiniro no Chousou ~Uruwashi no Bansan~,志方あきこ,kiniro no chousou uruwashi no bansan,志方あきこ,anger,LYRICS_NOT_FOUND
Thaleia - タレイア,志方あきこ,thaleia タレイア,志方あきこ,anger,LYRICS_NOT_FOUND
HDYM Everyone,Keshco,hdym everyone,keshco,anger,LYRICS_NOT_FOUND
Horizon Blue,志方あきこ,horizon blue,志方あきこ,anger,LYRICS_NOT_FOUND
白梟のテーマ,志方あきこ,白梟のテーマ,志方あきこ,anger,LYRICS_NOT_FOUND
Lai-La,志方あきこ,laila,志方あきこ,anger,LYRICS_NOT_FOUND
little holy place,志方あきこ,little holy place,志方あきこ,anger,LYRICS_NOT_FOUND
エウリュディケ － Μοναδική αγάπη －,志方あきこ,エウリュディケ μοναδική αγάπη ,志方あきこ,anger,LYRICS_NOT_FOUND
箱庭の外で～Agnus Dei,志方あきこ,箱庭の外でagnus dei,志方あきこ,anger,LYRICS_NOT_FOUND
"Danza, fanciulla gentile",志方あきこ,danza fanciulla gentile,志方あきこ,anger,LYRICS_NOT_FOUND
Innocent Place,志方あきこ,innocent place,志方あきこ,anger,LYRICS_NOT_FOUND
Luce,志方あきこ,luce,志方あきこ,anger,LYRICS_NOT_FOUND
Bazar,志方あきこ,bazar,志方あきこ,anger,LYRICS_NOT_FOUND
Le Lacrime～薄明～終末への歯車,志方あきこ,le lacrime薄明終末への歯車,志方あきこ,anger,LYRICS_NOT_FOUND
Se l' aura spira,志方あきこ,se l aura spira,志方あきこ,anger,LYRICS_NOT_FOUND
不条理≧楽しい?,志方あきこ,不条理楽しい,志方あきこ,anger,LYRICS_NOT_FOUND
LAYLANIA,志方あきこ,laylania,志方あきこ,anger,LYRICS_NOT_FOUND
激情 － Άδης －,志方あきこ,激情 άδης ,志方あきこ,anger,LYRICS_NOT_FOUND
Mean Mr. Mustard,Haley Bonar,mean mr mustard,haley bonar,anger,LYRICS_NOT_FOUND
或るK氏の華麗なる食卓～望郷,志方あきこ,或るk氏の華麗なる食卓望郷,志方あきこ,anger,LYRICS_NOT_FOUND
Blood and Fire,Goddess,blood and fire,goddess,anger,LYRICS_NOT_FOUND
Running Up That Hill,Kiki & Herb,running up that hill,kiki herb,anger,LYRICS_NOT_FOUND
Nevica Fitto Fitto,志方あきこ,nevica fitto fitto,志方あきこ,anger,LYRICS_NOT_FOUND
Kuro no Liliana ~Melancholia~,志方あきこ,kuro no liliana melancholia,志方あきこ,anger,LYRICS_NOT_FOUND
フェアリー,志方あきこ,フェアリー,志方あきこ,anger,LYRICS_NOT_FOUND
NU ALREST,黒百合姉妹,nu alrest,黒百合姉妹,anger,LYRICS_NOT_FOUND
Ourania - ウラニア,志方あきこ,ourania ウラニア,志方あきこ,anger,LYRICS_NOT_FOUND
Astral Highway,Goddess,astral highway,goddess,anger,LYRICS_NOT_FOUND
Sink Into Syngamy,Keshco,sink into syngamy,keshco,anger,LYRICS_NOT_FOUND
Mata no Hi ~Prologo~,志方あきこ,mata no hi prologo,志方あきこ,anger,LYRICS_NOT_FOUND
Melpomene - メルポメネ,志方あきこ,melpomene メルポメネ,志方あきこ,anger,LYRICS_NOT_FOUND
We Had Such A Lovely Time,Keshco,we had such a lovely time,keshco,anger,LYRICS_NOT_FOUND
Wax Violet,Keshco,wax violet,keshco,anger,LYRICS_NOT_FOUND
をかし,志方あきこ,をかし,志方あきこ,anger,LYRICS_NOT_FOUND
Au GuMu,志方あきこ,au gumu,志方あきこ,anger,LYRICS_NOT_FOUND
blue forest,黒百合姉妹,blue forest,黒百合姉妹,anger,LYRICS_NOT_FOUND
Fato,志方あきこ,fato,志方あきこ,anger,LYRICS_NOT_FOUND
Voodoo Blues,Goddess,voodoo blues,goddess,anger,LYRICS_NOT_FOUND
Climate Dance,Keshco,climate dance,keshco,anger,LYRICS_NOT_FOUND
Not The End,OK Punk!,not the end,ok punk,anger,LYRICS_NOT_FOUND
オトシモノ,志方あきこ,オトシモノ,志方あきこ,anger,LYRICS_NOT_FOUND
EXEC_with.METHOD_METAFALICA/.,志方あきこ & 霜月はるか,exec_withmethod_metafalica,志方あきこ 霜月はるか,anger,LYRICS_NOT_FOUND
Under del Linden,黒百合姉妹,under del linden,黒百合姉妹,anger,LYRICS_NOT_FOUND
Robert's Doogies Song,Keshco,roberts doogies song,keshco,anger,LYRICS_NOT_FOUND
Messiah,柚楽弥衣,messiah,柚楽弥衣,anger,LYRICS_NOT_FOUND
The Spiral,Goddess,the spiral,goddess,anger,LYRICS_NOT_FOUND
The Wheel Of Fortune - Fortuna,Tomoko Imoto,the wheel of fortune fortuna,tomoko imoto,anger,LYRICS_NOT_FOUND
SACRIFICE,志方あきこ,sacrifice,志方あきこ,anger,LYRICS_NOT_FOUND
籠の鳥,志方あきこ,籠の鳥,志方あきこ,anger,LYRICS_NOT_FOUND
或るK氏の？,志方あきこ,或るk氏の,志方あきこ,anger,LYRICS_NOT_FOUND
百鬼夜行,志方あきこ,百鬼夜行,志方あきこ,anger,LYRICS_NOT_FOUND
花鳥風月,志方あきこ,花鳥風月,志方あきこ,anger,LYRICS_NOT_FOUND
森羅,志方あきこ,森羅,志方あきこ,anger,LYRICS_NOT_FOUND
FAIRY,志方あきこ,fairy,志方あきこ,anger,LYRICS_NOT_FOUND
Digital Veil,Goddess,digital veil,goddess,anger,LYRICS_NOT_FOUND
Indecent Majority,Keshco,indecent majority,keshco,anger,LYRICS_NOT_FOUND
Pantalea ～散夜花影～,志方あきこ,pantalea 散夜花影,志方あきこ,anger,LYRICS_NOT_FOUND
Asian Parfait - Jasmine,Tomoko Imoto,asian parfait jasmine,tomoko imoto,anger,LYRICS_NOT_FOUND
Araldo,志方あきこ,araldo,志方あきこ,anger,LYRICS_NOT_FOUND
Scene IV (Act IV Scene II): Boris's Final Prayer,Modest Petrovich Mussorgsky,scene iv act iv scene ii boriss final prayer,modest petrovich mussorgsky,anger,LYRICS_NOT_FOUND
Kaze Ha Harukana Asu Wo Shiru,志方あきこ,kaze ha harukana asu wo shiru,志方あきこ,anger,LYRICS_NOT_FOUND
風薫る,志方あきこ,風薫る,志方あきこ,anger,LYRICS_NOT_FOUND
Living Sacrifice,Tomoko Imoto,living sacrifice,tomoko imoto,anger,LYRICS_NOT_FOUND
Pirates of the Caribbean,Tomoko Imoto,pirates of the caribbean,tomoko imoto,anger,LYRICS_NOT_FOUND
Farfalle,志方あきこ,farfalle,志方あきこ,anger,LYRICS_NOT_FOUND
Santo,志方あきこ,santo,志方あきこ,anger,LYRICS_NOT_FOUND
Makuai Kaokageuo Sonokoro Danintachiha Kentoutigainahoukouwo Daisousaku,志方あきこ,makuai kaokageuo sonokoro danintachiha kentoutigainahoukouwo daisousaku,志方あきこ,anger,LYRICS_NOT_FOUND
The Wheel Of Fortune,Tomoko Imoto,the wheel of fortune,tomoko imoto,anger,LYRICS_NOT_FOUND
La Sirene,Tomoko Imoto,la sirene,tomoko imoto,anger,LYRICS_NOT_FOUND
Fujouri Tanoshii,志方あきこ,fujouri tanoshii,志方あきこ,anger,LYRICS_NOT_FOUND
Dry Flower,Tomoko Imoto,dry flower,tomoko imoto,anger,LYRICS_NOT_FOUND
Oh smania! oh furie! ~ D'Oreste e d'Aiace,Tomoko Imoto,oh smania oh furie doreste e daiace,tomoko imoto,anger,LYRICS_NOT_FOUND
I've Told You Before,Keshco,ive told you before,keshco,anger,LYRICS_NOT_FOUND
Rovaio,志方あきこ,rovaio,志方あきこ,anger,LYRICS_NOT_FOUND
ゆめのあと,志方あきこ,ゆめのあと,志方あきこ,anger,LYRICS_NOT_FOUND
How To Make You Die,Shark Eye,how to make you die,shark eye,anger,LYRICS_NOT_FOUND
Long Hard Road,Crome Syrcus,long hard road,crome syrcus,anger,LYRICS_NOT_FOUND
Inferia,志方あきこ,inferia,志方あきこ,anger,LYRICS_NOT_FOUND
Show Business Martyrs,Kiki & Herb,show business martyrs,kiki herb,anger,LYRICS_NOT_FOUND
Parterre,志方あきこ,parterre,志方あきこ,anger,LYRICS_NOT_FOUND
ヨモスガラ停留所,志方あきこ,ヨモスガラ停留所,志方あきこ,anger,LYRICS_NOT_FOUND
Favilla,志方あきこ,favilla,志方あきこ,anger,LYRICS_NOT_FOUND
ここんがこん,志方あきこ,ここんがこん,志方あきこ,anger,LYRICS_NOT_FOUND
御停め心,志方あきこ,御停め心,志方あきこ,anger,LYRICS_NOT_FOUND
Corruption Within,Shadow Keep,corruption within,shadow keep,anger,LYRICS_NOT_FOUND
Arena,志方あきこ,arena,志方あきこ,anger,LYRICS_NOT_FOUND
Nostalgico,志方あきこ,nostalgico,志方あきこ,anger,LYRICS_NOT_FOUND
森羅 ～遣らずの雨～,志方あきこ,森羅 遣らずの雨,志方あきこ,anger,LYRICS_NOT_FOUND
Ancella,志方あきこ,ancella,志方あきこ,anger,LYRICS_NOT_FOUND
空,志方あきこ,空,志方あきこ,anger,LYRICS_NOT_FOUND
儚,志方あきこ,儚,志方あきこ,anger,LYRICS_NOT_FOUND
tirawa,志方あきこ,tirawa,志方あきこ,anger,LYRICS_NOT_FOUND
Mamma,志方あきこ,mamma,志方あきこ,anger,LYRICS_NOT_FOUND
Lovelife,Jason Rowe,lovelife,jason rowe,anger,LYRICS_NOT_FOUND
Meta-morale,Shadow Keep,metamorale,shadow keep,anger,LYRICS_NOT_FOUND
Dum spiro spero,志方あきこ,dum spiro spero,志方あきこ,anger,LYRICS_NOT_FOUND
Sorso,志方あきこ,sorso,志方あきこ,anger,LYRICS_NOT_FOUND
Catastrofe,志方あきこ,catastrofe,志方あきこ,anger,LYRICS_NOT_FOUND
Flower in the Universe,妙,flower in the universe,妙,anger,LYRICS_NOT_FOUND
追想の欠片,志方あきこ,追想の欠片,志方あきこ,anger,LYRICS_NOT_FOUND
月待ち茶話 (LAYLANIA CLUBお茶会での『月下水夢』デモンストレーションBGM),志方あきこ,月待ち茶話 laylania clubお茶会での月下水夢デモンストレーションbgm,志方あきこ,anger,LYRICS_NOT_FOUND
Picture Of A Man,Our Lady J,picture of a man,our lady j,anger,LYRICS_NOT_FOUND
Dirty Boy,Goddess,dirty boy,goddess,anger,LYRICS_NOT_FOUND
かくれんぼ,志方あきこ,かくれんぼ,志方あきこ,anger,LYRICS_NOT_FOUND
黒のリリアナ ～メランコリア～ (Kuro no Liliana ~Melancholia~),Akiko Shikata (志方 あきこ),黒のリリアナ メランコリア kuro no liliana melancholia,akiko shikata 志方 あきこ,anger,LYRICS_NOT_FOUND
Pantalea ～散夜花影～ -Instrumental,志方あきこ,pantalea 散夜花影 instrumental,志方あきこ,anger,LYRICS_NOT_FOUND
Soldier On,The Home Guard,soldier on,the home guard,anger,LYRICS_NOT_FOUND
Malinconia,志方あきこ,malinconia,志方あきこ,anger,LYRICS_NOT_FOUND
LastPandemic,志方あきこ,lastpandemic,志方あきこ,anger,LYRICS_NOT_FOUND
ImitationRED,志方あきこ,imitationred,志方あきこ,anger,LYRICS_NOT_FOUND
Think Alike,Keshco,think alike,keshco,anger,LYRICS_NOT_FOUND
エンブリヲ,志方あきこ,エンブリヲ,志方あきこ,anger,LYRICS_NOT_FOUND
Fairy land,椿カオリ,fairy land,椿カオリ,anger,LYRICS_NOT_FOUND
螺旋の涙 ～Piano featuring arrange～,志方あきこ,螺旋の涙 piano featuring arrange,志方あきこ,anger,LYRICS_NOT_FOUND
エルーシア ～Instrumental～,志方あきこ,エルーシア instrumental,志方あきこ,anger,LYRICS_NOT_FOUND
A Secret Meeting at Midnight,Shikata Akiko & Shimotsuki Haruka & Mitose Noriko,a secret meeting at midnight,shikata akiko shimotsuki haruka mitose noriko,anger,LYRICS_NOT_FOUND
Phantasmagoria,Shikata Akiko & Shimotsuki Haruka & Mitose Noriko,phantasmagoria,shikata akiko shimotsuki haruka mitose noriko,anger,LYRICS_NOT_FOUND
Crimson Scar,Shikata Akiko & Shimotsuki Haruka & Mitose Noriko,crimson scar,shikata akiko shimotsuki haruka mitose noriko,anger,LYRICS_NOT_FOUND
Luna Piena,志方あきこ (Shikata Akiko),luna piena,志方あきこ shikata akiko,anger,LYRICS_NOT_FOUND
うみねこのなく頃に - Alternative Instrumental Suites - (Umineko no Naku Koro ni - Alternative Instrumental Suites -),Akiko Shikata (志方 あきこ),うみねこのなく頃に alternative instrumental suites umineko no naku koro ni alternative instrumental suites ,akiko shikata 志方 あきこ,anger,LYRICS_NOT_FOUND
The Rains of Castamere,Erutan,the rains of castamere,erutan,anger,LYRICS_NOT_FOUND
Salome,東京ナミイ,salome,東京ナミイ,anger,LYRICS_NOT_FOUND
Geisha,Marjolaine,geisha,marjolaine,anger,LYRICS_NOT_FOUND
をかし～Instrumental～,志方あきこ,をかしinstrumental,志方あきこ,anger,LYRICS_NOT_FOUND
百鬼夜行～Orgel Arrange ver～,志方あきこ,百鬼夜行orgel arrange ver,志方あきこ,anger,LYRICS_NOT_FOUND
Looks and Money,Driveway,looks and money,driveway,anger,LYRICS_NOT_FOUND
Come Together,東京ナミイ,come together,東京ナミイ,anger,LYRICS_NOT_FOUND
MARE,VAGRANCY,mare,vagrancy,anger,LYRICS_NOT_FOUND
Alabama Song,東京ナミイ,alabama song,東京ナミイ,anger,LYRICS_NOT_FOUND
Tirawa,井元ともこ,tirawa,井元ともこ,anger,LYRICS_NOT_FOUND
Asian Parfait - 茉莉花,井元ともこ,asian parfait 茉莉花,井元ともこ,anger,LYRICS_NOT_FOUND
The Grey Wall and the Prison Bars,志方あきこ,the grey wall and the prison bars,志方あきこ,anger,LYRICS_NOT_FOUND
Ghost Town (Extended Version),Terry Hall,ghost town extended version,terry hall,anger,LYRICS_NOT_FOUND
Erotic,Goddess,erotic,goddess,anger,LYRICS_NOT_FOUND
X-Rated,Goddess,xrated,goddess,anger,LYRICS_NOT_FOUND
Chi vuol la zingarella (Who wants the gypsy girl?),志方あきこ (Shikata Akiko),chi vuol la zingarella who wants the gypsy girl,志方あきこ shikata akiko,anger,LYRICS_NOT_FOUND
La Luna(Wisteria),志方あきこ,la lunawisteria,志方あきこ,anger,LYRICS_NOT_FOUND
Swimming,Kalliope,swimming,kalliope,anger,LYRICS_NOT_FOUND
Embryo,志方あきこ,embryo,志方あきこ,anger,LYRICS_NOT_FOUND
Come raggio di sol,志方あきこ (Shikata Akiko),come raggio di sol,志方あきこ shikata akiko,anger,LYRICS_NOT_FOUND
"Danza, Fanciulla Gentile(Wisteria)",志方あきこ,danza fanciulla gentilewisteria,志方あきこ,anger,LYRICS_NOT_FOUND
Nevicata(Wisteria),志方あきこ,nevicatawisteria,志方あきこ,anger,LYRICS_NOT_FOUND
She's Wild,Goddess,shes wild,goddess,anger,LYRICS_NOT_FOUND
ヒト型式PF試奏例β,志方あきこ,ヒト型式pf試奏例β,志方あきこ,anger,LYRICS_NOT_FOUND
Le Lacrime(Wisteria),志方あきこ,le lacrimewisteria,志方あきこ,anger,LYRICS_NOT_FOUND
Chocolat,Harvey Weinstein,chocolat,harvey weinstein,anger,LYRICS_NOT_FOUND
Preamble,Kalliope,preamble,kalliope,anger,LYRICS_NOT_FOUND
Makeda ～Queen of Sheba～,志方あきこ (Shikata Akiko),makeda queen of sheba,志方あきこ shikata akiko,anger,LYRICS_NOT_FOUND
First love,Shikata,first love,shikata,anger,LYRICS_NOT_FOUND
Don't Cry,Shikata,dont cry,shikata,anger,LYRICS_NOT_FOUND
All That Departs and Returns,Kalliope,all that departs and returns,kalliope,anger,LYRICS_NOT_FOUND
Elizabeth's Lullaby,Kalliope,elizabeths lullaby,kalliope,anger,LYRICS_NOT_FOUND
Listen to my Wrath,Eamezey,listen to my wrath,eamezey,anger,LYRICS_NOT_FOUND
As one,Shikata,as one,shikata,anger,LYRICS_NOT_FOUND
you're ugly,Kiki & Herb,youre ugly,kiki herb,anger,LYRICS_NOT_FOUND
幕間 ~カオカゲウオ:その頃団員達は見当違いな方向を大捜索中,志方あきこ,幕間 カオカゲウオその頃団員達は見当違いな方向を大捜索中,志方あきこ,anger,LYRICS_NOT_FOUND
Sacrifice,志方あきこ (Shikata Akiko),sacrifice,志方あきこ shikata akiko,anger,LYRICS_NOT_FOUND
Melpomene,志方あきこ (Shikata Akiko),melpomene,志方あきこ shikata akiko,anger,LYRICS_NOT_FOUND
She Walks in Beauty,Kalliope,she walks in beauty,kalliope,anger,LYRICS_NOT_FOUND
The Lusty Horn,Kalliope,the lusty horn,kalliope,anger,LYRICS_NOT_FOUND
Contrasto,志方あきこ (Shikata Akiko),contrasto,志方あきこ shikata akiko,anger,LYRICS_NOT_FOUND
Sexual (Practise Safe Sex version),Goddess,sexual practise safe sex version,goddess,anger,LYRICS_NOT_FOUND
Make It Alright,Angie Foster,make it alright,angie foster,anger,LYRICS_NOT_FOUND
Crossing the Rubicon,Kalliope,crossing the rubicon,kalliope,anger,LYRICS_NOT_FOUND
Back Off (Live),The Sadies,back off live,the sadies,anger,LYRICS_NOT_FOUND
Incêndio,Stupid,incêndio,stupid,anger,LYRICS_NOT_FOUND
Charon's Valley,Kalliope,charons valley,kalliope,anger,LYRICS_NOT_FOUND
How I Feel,Ty Kovatch,how i feel,ty kovatch,anger,LYRICS_NOT_FOUND
Good Heavens,I Am Unanimous!,good heavens,i am unanimous,anger,LYRICS_NOT_FOUND
The Fall of Rome,Kalliope,the fall of rome,kalliope,anger,LYRICS_NOT_FOUND
a verdade oculta de uma jovem atriz | VERDADES OCULTAS,Harvey Weinstein,a verdade oculta de uma jovem atriz verdades ocultas,harvey weinstein,anger,LYRICS_NOT_FOUND
オトシモノ ～Orgel Arrange Ver～,志方あきこ,オトシモノ orgel arrange ver,志方あきこ,anger,LYRICS_NOT_FOUND
Climbing,Kalliope,climbing,kalliope,anger,LYRICS_NOT_FOUND
Pétasse (Minitel Rose Remix),Sexy Sushi,pétasse minitel rose remix,sexy sushi,anger,LYRICS_NOT_FOUND
"1, 2, 3, 4, Train To Kill",Our Lady J, 2 3 4 train to kill,our lady j,anger,LYRICS_NOT_FOUND
Farfalle〜異邦人〜,志方あきこ,farfalle異邦人,志方あきこ,anger,LYRICS_NOT_FOUND
Ta Tanka,Tomoko Imoto,ta tanka,tomoko imoto,anger,LYRICS_NOT_FOUND
まほろば (Mahoroba),Shikata Akiko (志方あきこ),まほろば mahoroba,shikata akiko 志方あきこ,anger,LYRICS_NOT_FOUND
The Way It's Gonna Be,Ty Kovatch,the way its gonna be,ty kovatch,anger,LYRICS_NOT_FOUND
It's Karma Bitch,Anjulie,its karma bitch,anjulie,anger,LYRICS_NOT_FOUND
Calamity,Marjolaine,calamity,marjolaine,anger,LYRICS_NOT_FOUND
Calamity,Marjolaine,calamity,marjolaine,anger,LYRICS_NOT_FOUND
西風の贈り物 (Nishikaze no Okurimono),志方あきこ (Shikata Akiko),西風の贈り物 nishikaze no okurimono,志方あきこ shikata akiko,anger,LYRICS_NOT_FOUND
西風の贈り物 (Nishikaze no Okurimono),志方あきこ (Shikata Akiko),西風の贈り物 nishikaze no okurimono,志方あきこ shikata akiko,anger,LYRICS_NOT_FOUND
