track,artist,final_emotion
ruiner,the body,
ruins,axiom ambient,
run away,acylum,
runaway train,jamie scott & the town,
runaway,amber pacific feat. mike herrera of mxpx,
running the world,jarvis,
ruthless,b. calloway,
sahara,collective minds,
sail away,angela bofill,
sally,god gays and guns,
salome,irfan,
salvador,hexstatic,
salve regina,the sixteen,
sammasati,deva premal & miten,
sanctuary,bvdub,
sangue,marli,
sanity,unmorph,
sankofa,hypnotic brass ensemble,
santa claus is coming to town,wurlitzer band organ style 165,
sanvean,sarah brightman,
sapphire,andy hunter°,
sarabande,jean-baptiste lully,
satan's ghost,king dude & chelsea wolfe,
satellites,lisa & kmp,
satisfied,andrew bird's bowl of fire,
saturn,susan raven,
say goodbye,dave matthews and tim reynolds,
say you will,marie carmen koppel,
scary,"kelley deal 6000, the",
scattered,adjustment disorder,
seamless,tanya tagaq gillis,
searching for a heart,don henley,
searching for my love,vulture culture,
seaweed,caribou,
sea,george winston,
second awakening,divinity,
second skin,kidney riddler,
secret garden,essence,
secret,bright,
security,zu nd odyofilz,
sedna,anomalous disturbances,
sedona,lifeisround,
sehnsucht,sara noxx,
send me on my way,david newman,
sense,age,
sensitive new age guys,four bitchin' babes,
sen,ryger,
september,future prophecies,
sequoia,cartoon physics,
serious,da lata,
seven sisters,bell hollow,
seventh heaven,dreamcatcher,
sex bomb,kiki & herb,
sexuality,edyta górniak,
shadows,aiboforcen,
shadow,brian eno,
shaft,donovan,
shake it off,jeffrey gaines,
shake it up!,jake shimabukuro,
shaken,planetary assault systems,
shake,kristen hersh,
shattered,remy zero,
she's leaving home,terry neason,
shelter,midland,
shining star,bright,
ships,blue for two,
shiva,the falling spikes,
shivoham,craig pruess,
should have known,midnight movies,
silent night,david lanz,
silhouettes,sofabears,
silhouette,i:scintilla,
silver gun,zhuzha & petrovich,
simple life,reoreo123,
sincerely,melody.,
sing to me,melissa polinar,
single girl,knight action,
sirens,jana hunter,
siren,brian jacobs,
sita ram,bhakti,
sitting on top of the world,js (joerg sommermeyer),
sixteen,richey hackett,
six,john most,
skeleton,black dice,
sketch,julien neto,
sky high,the irresistible force,
slaves,the doubtful guest,
sleazy,dirty south,
sleeping beauty,helen trevillion,
sleepless,marconi union,
slow it down,antoine smith,
slow jamz,"kanye west, jaime foxx & twista",
slower,yeah wednesday,
smack,coleman hawkins,
smile,e'velyne,
smoke on the water,mattias ia eklundh,
smoke signals,akasha,
smokestack,vijay iyer trio,
smoke,batacuda sound machine,
snake charmer,nox arcana,
snake,charles earland,
sneak,岩崎琢,
snow white,labyrinth ear,
snowblind,+/-,
so beautiful,lifeisround,
so damn beautiful,lisa & kmp,
so lonely,mary j. blige,
so low,hattler,
so much,raghav ft. kardinal offishall,
so they say,"robert reinis, zack whedon, maurissa tancharoen, stacy shirk, steve berg, felicia day, nathan fillion, david fury, marti noxon, and neil patrick harris",
soaring,shigeto,
socks,vivian stanshall,
solitude,arbeit,
some are,philip glass,
some enchanted evening,george ball,
someone like you,aberfeldy,
something real,hott 22,
sometimes,b-tribe,
somewhere else,aviary ghost,
somewhere out there,emile pandolfi,
somewhere,bomb the bass,
song,action swingers,
sons of,anders westerlund,
soon,aluco,
south,prince & new power generation,
sovereign,yellow swans,
soweto,robson banda and the new black eagles,
sparrow,scattered trees,
speed kills,michael angelo,
spellbound,awry,
spheres,never known,
spider and i,isokon flats,
spirit,back to komo,
spotlight,spc eco,
spring song,felix mendelssohn,
stabat mater,arvo pärt,
stagger lee,chris whitley & jeff lang,
stairway to heaven,iron horse,
stanley kubrick,mogwai,
stargazer,koru,
stargazing,tayla,
state of confusion,temperament,
stay,astrobrite,
step into my world,tornts,
step into the light,aux 88,
step one,jimmy robbins,
steppenwolf,h.o.s.h.,
stigmata,gallo,
still island,dj krush,
stomp box,qemists,
stone cold dead in the market,wilmoth houdini,
stormwind,"jason hayes, tracy w. bush, derek duke, glenn stafford",
storm,craig armstrong & a.r. rahman,
story of an artist,"johnston, daniel",
storytime,jim chappell,
strawberry wine,my bloody valentine,
stray bullet,pharoahe monch,
streetlife,blur vs. streets,
streets of london,cat stevens,
strings,wale,
strip tease,alain goraguer,
strong,annabel fay,
submission,andy stott,
suburbia,infinite monopoly,
subway,kilowatts,
sugar shack,davy vain,
suicide bomb,non phixion,
suicide note,ramin djawadi,
suiren,"pauline oliveros, stuart dempster & panaiotis",
summer dress,gus black,
summer nights,lonnie liston smith & the cosmic echoes,
summer rain,karen fitzgerald,
summer sun,kevin t. bowman,
summerbreeze,kamaya painters,
summer,9 lazy 9,
sunbeam,goth-trad,
sunday morning,andy warhol,
sunflower,nicolas jaar,
sunny day,pj & the drum machine,
sunny,wes montgomery,
sunrise,808 state,
sunset,kali uchis,
sunshrine,doof,
sunspray,blackbird blackbird,
sunstroke,chicane,
superhero,14 fried fish,
supply & demand,dagmar krause,
surf solar,fuck buttons,
surfin',memory cassette,
surgery,villain accelerate,
surprise,robby maria & the silent revolution,
surrender,(we are) performance,
suspiria,claudio simonetti,
swallow,my bloody valentine,
sweet jane,mazzy star,
sweet victory,nick elward,
sweet violets,mitch miller & the gang,
sweet wine,luke spark,
swept away,chaoswave,
swim,message to bears,
symphony,georg friedrich händel,
syncope,x-fusion,
syndrome,mariel ito,
system,terry lynn,
taj mahal,django reinhardt,
take a look,maridis,
take ecstasy with me,!!!,
take five,davy graham,
take me back,itchy poopzkid,
take me home,dream disco,
take off your cool,andre 3000,
tantum ergo,les nouvelles polyphonies corses,
tarde,bendita prudencia,
taxi,simon patterson,
tear dance,tatiana dadovich,
tear it up,joe stump,
television,hans zimmer,
tell me something,drama digest,
tell me what you see,teenage fanclub,
tell,eyeless in gaza,
tempus fugit,hörgr,
tenderness,the english beat,
tension,temperament,
terpsichora - テルプシコラ,志方あきこ & 弘田佳孝,
terror,redial,
test,citriniti,
thaleia - タレイア,vagrancy,
thank you lord,the wailers,
the  exhalation,wonaldo,
the air,modest mouse,
the ascension,vladimír hirsch,
the awakening,craig urquhart,
the beginning of the end,silentaria,
the beginning,drunk with joy,
the bells,fluke,
the blessing,gui boratto,
the boss,joseph gershwin & the universal-international orchestra,
the call,steve roach,
the catch,gustavo santaolalla,
the channel,future funk squad,
the chase,philip glass,
the cloud,jerry goldsmith,
the crossing,hagalaz' runedance,
the cry,lifeisround,
the door,lindy lafontaine,
the dream,gong,
the drop,the nextmen,
the electrician,scott walker,
the end,6blocc,
the fight,azar baksh,
the first cut is the deepest,the koobas,
the flow,kaya project,
the fruit,bud powell,
the funeral,greg edmonson,
the gardener,goldmund,
the garden,the smittens,
the gate,terra ambient,
the gathering,escaping amenti,
the haunting,b. calloway,
the healing,adrian sieber,
the hunt,cusco,
the island,keith harkin,
the kiss,elliot goldenthal,
the knowing,the nautilus diary,
the lake,true bypass,
the lighthouse,hector zazou,
the lobster quadrille,marc catley & the flaming methodists,
the long way home,david arkenstone,
the loom,freescha,
the magician,halos,
the meaning of life,johnny polygon,
the mermaid,ruth barrett,
the messenger,douglas blue feather,
the mirror,nostalgia 77,
the model,phreek plus one,
the mountain,maddy prior,
the music box,shovelbearer,
the music,al kapone,
the next chapter,jesus and christ,
the night,anima in fiamme,
the other side,the firesign theatre,
the passage,ephel duath,
the promise,kirk whalum,
the prophet,amorphous androgynous,
the proposition,masta ace,
the rain parade,adrian sieber,
the real world,david devant & his spirit wife,
the rebirth,omiq project,
the redeemer,temperament,
the road,cabinet of natural curiosities,
the rock,delakota,
the secret,a cuckoo,
the sickness,enoid,
the source,lifeisround,
the sporting life,diamanda galás with john paul jones,
the swan,camille saint-saëns,
the tape,working for a nuclear free city,
the tourist,gonzales,
the tower,golem,
the voyage,ben barden,
the wasteland,raison d'être,
the water is wide,andy pratt,
the waves,dharma one vs. jukka eskola,
the way you are,zap mama,
the wheel of fortune - fortuna,井元ともこ,
the wheel of fortune,井元ともこ,
the whistler,crippled black phoenix,
the wind,billy bob thornton,
the witch,the broken keys,
the woods,jamie long,
the wreckage,the matthews brothers,
theme,arovane,
there is no rose,the tallis scholars,
these are the parameters,gold digger,
these walls,amy seeley,
they all laughed,ginger rogers,
think twice,bcee,
thinking of you,herbert,
think,siobhan magnus,
third awakening,project divinity,
this boy,adrian sieber,
this girl,kataztrophee,
this is love,demy,
this moment,sang.rael,
this must be love,loïs lane,
this perfect day,keshco,
this summer,paul budde,
this time tomorrow,james yorkston and the athletes,
this time,jamie lidell,
this way,acoustic alchemy,
this year,braille,
three times,ronderlin,
three wishes,mr solo,
three,gavouna,
threshold,corner stone cues,
threw it away,mark heard,
thrill,dzihan & kamien,
tidal wave,junior communist club,
time machine,i not dance,
time will tell,diafrix,
timeless,2002,
times,roberto cacciapaglia,
time,alys,
timothy,slambo,
to be alone,david allen slater,
to be free,marc courtney johnson,
to love somebody,billy corgan,
to the lighthouse,sue merchant,
to the moon,fischerspooner,
to you,christina antipa,
tobacco road,eric burdon with war,
today,air,
together,axwell & sebastian ingresso,
tonight,a2z's,
too bad,stamen,
too late,emma forman,
total war,uberbyte,
track 01,m83,
track 1,sigur rós,
train song,ben gibbard & feist,
trampoline,man number 7,
trance dance,enigma,
trance,breakage,
transcendence,phase,
transit,pygmy children,
transmission,dryft,
transparency,aquascape,
transparent,porcelain black,
trash,laurneá,
treasure,duoba,
trees,big shug,
trickster,mark linn,
trigger happy,counterstrike,
tropicana,ratatat,
true story,saigon,
try,animal liberation orchestra,
tub,"oh yes, by all exceptions",
tugboat,portastatic,
tuning in,hadouken!,
tuning out,robert rich & ian boddy,
turmoil,xenoc,
turn up da bass,steve ellington bass,
twelve,mr cooper,
twilight,a hawk in the heavens,
twisted,rido feat. thomas oliver,
two hearts,pretty boy floyd,
two-headed boy,glen phillips,
two,blake mckibben,
u got the look,dirty sanchez,
under control,sporto kantès,
under my skin,bitter,
under the sun,androcell,
underground,alloy,
underwater,audiotransparent,
undone,blondie,
undying love,two steps from hell,
union,blue lunar monkey,
unknown track,frujo,
unpredictable,the removers,
unreal,the binary obsession,
unrest,rei harakami,
until,chris & cosey,
untitled #1,adrian sieber,
untitled 06,wolf eyes,
untitled 5,panda bear,
untitled 7,bogdan raczynski,
untitled,1800s sea monster,
up,keith moody,
uranus,maciej bether,
vampire,amber asylum,
vandalism,ghosty,
velvet,caroline henderson,
"venus, the bringer of peace",roger norrington,
vessel,jon hopkins,
via dolorosa,camille aragones,
vice,psychic ills,
victoria,color collapse,
victory dance,a2z's,
viii,der blutharsch,
vii,der blutharsch,
violence,anathema,
virgins,the chapman family,
vi,der blutharsch,
voices,cabeiri,
void,pappa & gilbey,
vortex,grinderman,
voyager,cabeiri,
voyage,yanni,
vultures,vaeda,
vulture,micachu,
v,__max__,
waiting for the sun,featherlike,
waiting,buddhuza,
waking up,gosub,
walking in memphis,bruce springsteen,
waltzapp,juan maría solare,
wanderer,thoribass,
wanted,nekromantix,
warm sand,zan-zan-zawa-veia,
warm,lifeisround,
war,aadf,
watch out,bright,
waterfall,daniel rossen,
waterfront,irene,
waterloo sunset,elliott smith,
we are sex bob-omb,sex bomb-omb,
we are the future,aux 88,
we get along,let's go sailing,
we have all the time in the world,my bloody valentine,
we the people,midtown bootboys,
we're not the same,peasant,
weeds,runarmat,
weekend love,golden earing,
weekend,janet jackson,
weight of the world,factory of dreams,
weird,yerzmyey,
well balanced,oliver shanti,
wet song,sandal,
what a wonderful world,angèle dubeau & la pietà,
what goes up,kay starr,
what if i,the matthews brothers,
when you go,lightning dust,
when you smile,leroy hutson,
wherever you are,kiesza,
whiplash,mr. scruff,
whispering,paul whiteman & his orchestra,
whisper,steve roach & dirk serries,
white bird,moonflowers,
white hands,the supermen lovers,
who are you,jad abumrad & robert krulwich,
who i am,shirley logan,
who loves you,brenda russell,
wide open,remergence,
widerstand,painbastard,
will i (radio edit),ian van dahl ft louie devito,
william,mount kimbie,
willow,greg maroney,
window,the album leaf,
winter solstice,of the wand and the moon,
winter,asylum party,
wiosna,skaldowie,
wisconsin,natural snow buildings,
wish you were here,lady gaga,
witch's rune,spiral dance,
witchcraft,akira yamaoka,
with or without you,tyler adam,
within you without you,alan lorber orchestra,
without you,adam pascal / rosario dawson,
witness,sue merchant,
woman,azar baksh,
wonderful wino,jeff simmons,
wondering,buckethead,
wondrous love,bobby fisher,
woods,turan.,
woody woodpecker,dan deacon,
wooly bully,the ventures,
words,azar baksh,
work (poker face club mix),ciara feat. missy elliott,
world without end,gold digger,
worms,carlosaur,
wrench,cranes,
wrong side of the tracks,65daysofstatic,
years,conjure one,
yellow,a sunny day in glasgow,
yemaya,kiva,
yeti,harry sacksioni,
yoghurt,solipsism,
you and i,cut off your hands,
you are,crystal bridge,
you don't know me,apparat,
you don't know what love is,elisa rodrigues,
you got me,theoretical girl,
you make me sick,sickboy,
you sexy thing,barry white,
you turn me on,sophie b. hawkins,
you'll be in my heart,tommy jenkins,
you've got a friend,larry hall,
your honor,kill kenada,
your love,emma burgess,
your man,parov stelar,
your mistake,reaching hand,
your mouth,telefon tel aviv,
your name,ebc worship live,
your voice,milosh,
yttrium,fridge,
y,takahiro kido,
zero,chloe goodchild,
zoetrope,boards of canada,
zombie,lars h.u.g.,
zyklon b,acylum,
корабли,диана арбенина,
космонавт,радиотранс,
романс,крыс и шмендра,
сфинксы,илья черт,
танго разбитых сердец,валерий леонтьев,
яблони,обе две,
テルーの唄,へっぽこ六弦使い,sadness
不条理≧楽しい?,しかたあきこ,reflective
恋ヒ数え,música japonesa,
晴れすぎた空の下で,志方あきこ,calm
湘南族 -cannibal coast-,オーラルヴァンパイア,neutral
片恋,加藤和樹,reflective
花鳥風月,しかたあきこ,reflective
記憶,黒棟ﾑﾙﾑﾙ,neutral
처음 그날처럼,퓨어 (pure),
Mutherfuker,Beck,anger
L.A. Blues,The Stooges,anger
Hollowpoint,Anybody Killa,anger
Tension,Orbital,anger
Rattlesnake,Boris,anger
Buckeye,Lamb of God,anger
孤独に死す、故に孤独。,DIR EN GREY,anger
I Love Secret Agents,The Dillinger Escape Plan,anger
Monticello,The Dillinger Escape Plan,anger
Andrew,Crystal Antlers,anger
Cokane in My Brain,Die Toten Hosen,anger
Schools Are Prisons,Sex Pistols,anger
Speedball,John Zorn,anger
羅刹国,DIR EN GREY,anger
Getdafucout,Onyx,anger
Cop Killer,Body Count,anger
Electronic Battle Weapon 9,The Chemical Brothers,anger
