track,artist,final_emotion,reason
Ascension,Mike Oldfield,joy,Already processed
De Profundis,Arvo Pärt,reflective,Already processed
Legacy,Nichole Nordeman,reflective,Already processed
Oh Happy Day,Ladysmith Black Mambazo,excitement,Already processed
Spiritual,Soulsavers,reflective,Already processed
You Never Know,Deadbeats,neutral,Already processed
Alleluia,Magna Canta,joy,Already processed
Amazing Grace,Ani DiFranco,joy,Already processed
Jerusalem,Vangelis,reflective,Already processed
Stabat Mater,Arvo Pärt,reflective,Already processed
Amazing Grace,Aretha Franklin,reflective,Already processed
Sundance,Kitaro,reflective,Already processed
I'll Fly Away,Gillian Welch,neutral,Already processed
The Truth,KRS-One,calm,Already processed
"Don't Think Twice, It's All Right",Odetta,sadness,Already processed
Hymn,Brooke Fraser,joy,Already processed
Nearer My God to Thee,The Piano Guys,neutral,Already processed
The Crossing,Hagalaz' Runedance,joy,Already processed
Mercy,Alanis Morissette,excitement,Already processed
Summer Nights,Lonnie Liston Smith & The Cosmic Echoes,neutral,Already processed
Open Your Eyes,Lesiëm,neutral,Already processed
Satellite,John Coltrane,neutral,Already processed
Alive,Jennifer Lopez,sadness,Already processed
The Gift,Gregorian,neutral,Already processed
Cockroach,Sleepytime Gorilla Museum,joy,Already processed
Ave Maria,Gregorian,neutral,Already processed
Redeemed,Big Daddy Weave,joy,Already processed
Trinity,Common Market,neutral,Already processed
Swing Low Sweet Chariot,Ladysmith Black Mambazo,neutral,Already processed
Sanctuary,Nomak,neutral,Already processed
In the Shadows,Gregorian,neutral,Already processed
Sometimes I Feel Like a Motherless Child,Van Morrison,reflective,Already processed
Sometimes I Feel Like a Motherless Child,Lena Horne,neutral,Already processed
Amber,Afro Celt Sound System,neutral,Already processed
Don't Cry,Jakalope,neutral,Already processed
People Get Ready,Rod Stewart,joy,Already processed
The Wind,Yusuf Islam,calm,Already processed
Shivoham,Manish Vyas,sadness,Already processed
Children Of The Night,Cassandra Wilson,sadness,Already processed
Home,Bilal,reflective,Already processed
Company,Rickie Lee Jones,reflective,Already processed
Going Home,Santana,neutral,Already processed
Greensleeves,David Nevue,joy,Already processed
Afraid,J Moss,neutral,Already processed
Power,Marvin Sapp,neutral,Already processed
Within You Without You,ALAN LORBER ORCHESTRA,calm,Already processed
Amazing Grace,Sarah Brightman,joy,Already processed
People Get Ready,The Chambers Brothers,joy,Already processed
Faith,Luscious Jackson,sadness,Already processed
Surrender,Solomon Keal,neutral,Already processed
I'll Fly Away,Alison Krauss,joy,Already processed
Sometimes,Bessie Jones,neutral,Already processed
Feel,Darren Hayes,reflective,Already processed
Stream,Kitaro,calm,Already processed
Purple,Aes Dana,neutral,Already processed
Macgillycuddy's Reeks,Medwyn Goodall,calm,Already processed
Relax,Karunesh,calm,Already processed
Amazing Grace,Ray Charles,neutral,Already processed
My Life,DMX,neutral,Already processed
O Come All Ye Faithful,Patty Loveless,neutral,Already processed
He's Got the Whole World in His Hands,Odetta,neutral,Already processed
Nearer My God to Thee,Mississippi John Hurt,neutral,Already processed
Amazing Grace,Joan Baez,neutral,Already processed
Sanctuary,Diane Arkenstone,calm,Already processed
Amazing Grace,Jeff Beck,neutral,Already processed
Agnus Dei,Arvo Pärt,reflective,Already processed
Desire,Stephen DeRuby,neutral,Already processed
Amazing Grace,LeAnn Rimes,joy,Already processed
Dawn,Meredith Monk,reflective,Already processed
Flying,Robin Spielberg,reflective,Already processed
De Profundis,Terry Oldfield,reflective,Already processed
Down by the Riverside,The Dirty Dozen Brass Band,excitement,Already processed
Spiritual,Dwele,neutral,Already processed
Chemistry,Jon Hassell,reflective,Already processed
Ave Maria,Filippa Giordano,joy,Already processed
Sold My Soul,Gare du Nord,reflective,Already processed
Amazing Grace,R. Carlos Nakai,calm,Already processed
Dear God,Dudley Perkins,neutral,Already processed
I Don't Know,Chelonis R. Jones,reflective,Already processed
Romance,Дмитрий Дмитриевич Шостакович,neutral,Already processed
Goodbye,Pere Ubu,neutral,Already processed
Spiritual,Magma,neutral,Already processed
The Hunt,Cusco,calm,Already processed
Graduale,Aeternitas,neutral,Already processed
Bad Girl,Devendra Banhart,calm,Already processed
Lotus,Minus the Bear,joy,Already processed
Fever,Neko Case,joy,Already processed
Hazel,Junior Boys,reflective,Already processed
Unstoppable,Kat DeLuna,excitement,Already processed
Over & Over,Hot Chip,excitement,Already processed
Move,Damian Marley,reflective,Already processed
I Don't Know,Jakatta,reflective,Already processed
Good Stuff,Clor,reflective,Already processed
Release,Black Eyed Peas,reflective,Already processed
Breathe,Erasure,neutral,Already processed
Don't Stop,The Crystal Method,reflective,Already processed
Easier Said Than Done,Shakatak,excitement,Already processed
Shine,Krystal Meyers,reflective,Already processed
Introduction,DJ Kentaro,neutral,Already processed
Green,Blockhead,reflective,Already processed
Target,Joe Jackson,reflective,Already processed
Time,Mary J. Blige,calm,Already processed
Meteor,T.M.Revolution,reflective,Already processed
Kiss,Steve Ellington Band,joy,Already processed
Shipbuilding,Suede,reflective,Already processed
Rain,Mikkel Metal,reflective,Already processed
So Low,Hattler,reflective,Already processed
Sexuality,Rihanna,neutral,Already processed
Citadel,Write This Down,joy,Already processed
Friends,Stephanie,neutral,Already processed
It's Over,Martha Wainwright,reflective,Already processed
Hellraiser,Veruca Salt,reflective,Already processed
Fate,KOKIA,reflective,Already processed
Melt,theSTART,reflective,Already processed
Rain,Louie Austen,reflective,Already processed
Do It Again,The Juju Orchestra,calm,Already processed
Player,Origa,reflective,Already processed
Aquarius,The 5th Dimension,reflective,Already processed
Crossfire,Kansas,joy,Already processed
Remember,High And Mighty Color,reflective,Already processed
love,See-Saw,reflective,Already processed
The Long Grift,They Might Be Giants,calm,Already processed
India,Puressence,excitement,Already processed
Dialect,Siobhán Donaghy,joy,Already processed
Something Real,Hott 22,excitement,Already processed
It's Over,Dubstar,reflective,Already processed
Untitled,Suede,joy,Already processed
Echoes,Piero Piccioni,reflective,Already processed
North,ABC,reflective,Already processed
Beautiful Girl,Jimmie Thompson,reflective,Already processed
Sunset,Kali Uchis,reflective,Already processed
Into You,Carolyn Dawn Johnson,reflective,Already processed
Shaft,Donovan,calm,Already processed
Beautiful,G. Love ft. Tristan Prettyman,joy,Already processed
Tokyo,Luvlife,reflective,Already processed
Invisible,Leah,reflective,Already processed
Step,Stylish Nonsense,calm,Already processed
I'm In Love With A German Film Star,Sam Taylor-Wood,excitement,Already processed
Second Skin,Kidney Riddler,joy,Already processed
片恋,加藤和樹,reflective,Already processed
River,Andreas Placzko,joy,Already processed
Trickster,Mark Linn,joy,Already processed
Candyman,Лаччо,reflective,Already processed
You,Orbiter,reflective,Already processed
One,Coheed and Cambria,anger,Already processed
Lost,Vast,reflective,Already processed
Lost And Found,Sparks,neutral,Already processed
Magic,King Diamond,neutral,Already processed
Lullaby,Moondog,neutral,Already processed
Theme,Moondog,joy,Already processed
Fantasy,VIXX,excitement,Already processed
Monument,Robin Guthrie,sadness,Already processed
Cancer,Mansun,reflective,Already processed
Waterproof,Sparks,joy,Already processed
Let Me Fall,Josh Groban,sadness,Already processed
On My Own,Frances Ruffelle,neutral,Already processed
On Fire,Slut,sadness,Already processed
Departure,"Kenta Nagata, Hajime Wakai, Toru Minegishi, Koji Kondo",excitement,Already processed
Part 2,Devil Doll,neutral,Already processed
Part 1,Devil Doll,reflective,Already processed
Part 8,Devil Doll,neutral,Already processed
Good Morning,Maher Shalal Hash Baz,neutral,Already processed
Darkness,Van der Graaf Generator,neutral,Already processed
The Storm,Emaline Delapaix,neutral,Already processed
Forget,Curse Ov Dialect,neutral,Already processed
Clap For The Wolfman,Guess Who,excitement,Already processed
Flinch,Carla Kihlstedt,neutral,Already processed
I'm Happy,Ivor Cutler,excitement,Already processed
Fallen,September Mourning,neutral,Already processed
Andy,The Affair,neutral,Already processed
Feelms,Stidiek,reflective,Already processed
The Dream,Gong,excitement,Already processed
Epilogue,Angizia,neutral,Already processed
Circles,The Coast,neutral,Already processed
Fear,Clepsydra,neutral,Already processed
Ships,Blue for Two,neutral,Already processed
Monster,Vices I Admire,excitement,Already processed
Einsamkeit,Die Zwei,neutral,Already processed
Cavalier,Max Raptor,excitement,Already processed
Dangerous Game,Frank Wildhorn,neutral,Already processed
Introitus,Douwe Eisenga,neutral,Already processed
the end,oozee,neutral,Already processed
Ecstasy,ManInside,reflective,Already processed
Motion,Douwe Eisenga,neutral,Already processed
Listen,ManInside,reflective,Already processed
Kick,Douwe Eisenga,neutral,Already processed
Tarde,Bendita Prudencia,neutral,Already processed
Hello,ManInside,reflective,Already processed
The Wind,Dale Hawkins,neutral,Already processed
Lost In Space,Gears of Destruction,neutral,Already processed
Nothing,Rocketboat,neutral,Already processed
Night of the Vampire,Roky Erickson And The Aliens,sadness,Already processed
Sons Of,Anders Westerlund,neutral,Already processed
Wilderness,The Moulettes,neutral,Already processed
Girls,The 1975,excitement,Already processed
Ruin,Cat Power,joy,Already processed
Valerie,Mark Ronson,excitement,Already processed
Rewind,Stereophonics,reflective,Already processed
In And Out Of Love,Armin van Buuren,reflective,Already processed
Don't Cry,Deerhunter,joy,Already processed
Center Stage,Capital Cities,calm,Already processed
Ritual,Tiësto,joy,Already processed
My Time,Minus the Bear,excitement,Already processed
Rain,Bishop Allen,excitement,Already processed
Stay Awake,Ellie Goulding,excitement,Already processed
Running Away,Friendly Fires,joy,Already processed
Take Care,Copeland,joy,Already processed
Life Is Beautiful,Vega 4,joy,Already processed
Hallelujah,The Helio Sequence,joy,Already processed
Slave,Silverchair,neutral,Already processed
Mermaid,Train,excitement,Already processed
Little Girl,Spiritualized,reflective,Already processed
Gone!,The Cure,reflective,Already processed
Tomorrow,James,joy,Already processed
Defiance,Incubus,neutral,Already processed
Wave,Crystal Fighters,reflective,Already processed
Free,Twin Atlantic,joy,Already processed
Earth,Lil Dicky,neutral,Already processed
Love Song,Tilly and the Wall,joy,Already processed
Crying Out,Shinedown,sadness,Already processed
Sometimes,Raphael Saadiq,excitement,Already processed
Seven,Dave Matthews Band,excitement,Already processed
Work It Out,RJD2,calm,Already processed
Here With Me,MercyMe,joy,Already processed
Tomorrow,The Cranberries,joy,Already processed
Happy Day,Tim Hughes,joy,Already processed
Four Leaf Clover,Badly Drawn Boy,joy,Already processed
Sirens,The Whip,sadness,Already processed
Intro,DJ Shadow,joy,Already processed
Seven,James,calm,Already processed
Nocturnal,EVE 6,excitement,Already processed
Miracle,Caravan Palace,calm,Already processed
Fireworks,Plain White T's,excitement,Already processed
The Messenger,Patrick Wolf,excitement,Already processed
Wonderful,Gary Go,joy,Already processed
Whatever,Cro,joy,Already processed
Finally,Kings Of Tomorrow,joy,Already processed
Let's Roll,The Stills,calm,Already processed
Magnolia,Gang of Youths,joy,Already processed
Be Free,Pressure,joy,Already processed
Stay Beautiful,The Last Goodnight,excitement,Already processed
Yours to Keep,Teddybears STHLM,joy,Already processed
Insomnia,Silverchair,excitement,Already processed
Rain Down,Delirious?,reflective,Already processed
Wanderlust,Delays,calm,Already processed
The Big Sleep,The Gathering,reflective,Already processed
Summerbreeze,Kamaya Painters,reflective,Already processed
Good Day,The Click Five,excitement,Already processed
Girls,Nizlopi,reflective,Already processed
Good Times,Charlie Robison,joy,Already processed
Smoke and Mirrors,Poets of the Fall,reflective,Already processed
New Day,The Bouncing Souls,reflective,Already processed
Twisted,Skunk Anansie,excitement,Already processed
Eternal,Above & Beyond,joy,Already processed
Shine,Anna Nalick,joy,Already processed
Mountains,Prince,excitement,Already processed
Revelation,Third Day,reflective,Already processed
Hold On To Me,Armin van Buuren,reflective,Already processed
Do You Love Me,Guster,excitement,Already processed
Palomino,Mates of State,joy,Already processed
June,Mythos,reflective,Already processed
Disconnected,Shy Child,joy,Already processed
Tonight,Saint Etienne,joy,Already processed
Fall,The Presets,joy,Already processed
Dear Prudence,Across the Universe,joy,Already processed
High Society,Betty Who,excitement,Already processed
Satellite,B.o.B,excitement,Already processed
Carousel,Vanessa Carlton,joy,Already processed
The Theme,Jurgen Vries,reflective,Already processed
Fine,Kylie Minogue,excitement,Already processed
Unstoppable,Foxy Shazam,reflective,Already processed
Circles,Hooverphonic,joy,Already processed
I'm Alive,A Change of Pace,joy,Already processed
Show Me,Mint Royale,joy,Already processed
Sunstroke,Chicane,reflective,Already processed
Genius,Inara George,joy,Already processed
I Want To See The Bright Lights Tonight,Richard Thompson,joy,Already processed
Everyday,Way Out West,reflective,Already processed
Shadows,Pryda,joy,Already processed
Rush,Sied van Riel,reflective,Already processed
Comin' Home,Hum,reflective,Already processed
Up All Night,Oliver Tank,joy,Already processed
