track,artist,final_emotion
A Daisy Chain 4 Satan (Acid and Flowers mix),My Life with the Thrill Kill Kult,anger
Devil Cock,Revolting Cocks,anger
Another Life,Rollins Band,anger
Slip it to the Android,Chrome,anger
Cobrastyle,Teddy Bears,anger
Wafer Thin,Pitchshifter,anger
Take Me to Your Leader,Hanzel und Gretyl,anger
Krieg in den Städten,Einstürzende Neubauten,anger
Violet,Fuck...I'm Dead,anger
Wise Up Sucker,Pop Will Eat Itself,anger
My Adolescent Dreams,The Cribs,anger
Rancid,Breakbeat Era,anger
Am_I_Evil,Metallica,anger
"Oh The Guilt (B-Side, 1992)",Nirvana,anger
Hybrid Stigmata-The Apostasy,Dimmu Borgir,anger
N.A.D.I.A. O.H.,Nadia Oh,anger
Army,Sebastian,anger
Final Solution,Jaya the Cat,anger
All of This for You,Joy Division,anger
Eisenfunk Quattro Gti,Eisenfunk,anger
Mirrorballin,(hed) Planet Earth,anger
... In A Bag,Static-X,anger
Love Rears It's Ugly Head,Living Colour,anger
Someone Like You,Mankind Is Obsolete,anger
Hinein ins Tränenmeer,Eisregen,anger
Fucking Racist Maggots,A Global Threat,anger
God Of Thunder,White Zombie,anger
Entering The Hall Of The Slain,Unleashed,anger
Power to the Beats,Utah Saints,anger
Wasted,Die Happy,anger
Deshumanization,Tamtrum,anger
Friday's Child,Queen Adreena,anger
Wardrobe,Einstürzende Neubauten,anger
Magnetic Dwarf Reptile,Chrome,anger
Ruiner,The Body,anger
I Am Hell,White Zombie,anger
X-ing Off the Days,Queen Adreena,anger
Blaze,Arsonists,anger
Whats My Name,DMX,anger
Your Spears,Crystal Antlers,anger
Zero,Dark Age,anger
アゲハ,ムック,anger
Accelerator,Therapy?,anger
Down,Candiria,anger
Puppet,Mankind Is Obsolete,anger
Aftermath,Dioxyde,anger
C-4,Lumen,anger
Faded Prophecy,Tactical Sekt,anger
We Four Girls,B*Witched,anger
Oskillatah,Skream,anger
Nazi Nightmare,The Oppressed,anger
Water Is Getting High,Velcra,anger
Driving School,Pylon,anger
Before I Forget (Live),Slipknot,anger
Mean When I'm Mad,Eddie Cochran,anger
Mocking Bird,Eminem,anger
It's A Long Way To The Top,Lucinda Williams,anger
Hot City Nites,Armand van Helden,anger
Hate This (X-Fusion Remix),Grendel,anger
Conquer,Eisenfunk,anger
River Deep Mountain High,Eric Burdon & The Animals,anger
Been Fighting Devilz,Snowgoons,anger
Sweet Leaf,Six Feet Under,anger
Upside Down,Pzychobitch,anger
Loss of Will,Esoteric,anger
Blast,Slick Idiot,anger
Stigmata,C-Lekktor,anger
Too Cold For You,Sahara Hotnights,anger
Violent and Gray,The Hope Conspiracy,anger
Incomplete,ギルガメッシュ,anger
Your Uniform (Does Not Impress Me!),Atari Teenage Riot,anger
"Die, Zombie, Die",White Zombie,anger
What's a Girl to Do,Cristina,anger
Kill Your Idols,Sonic Youth,anger
The Soundtrack,Cage,anger
Leave Me Alone,Angelic Upstarts,anger
In Gefangenschaft,Feindflug,anger
Ulfberth,Rebellion,anger
Where's Bill?,Venetian Snares,anger
Meet You In the Subway,Chrome,anger
Skin,White Zombie,anger
Battered Old Bird,Elvis Costello & The Attractions,anger
My Revenge,GG Allin,anger
The Vanishing Prairie,Drowning Pool,anger
Several Tongues,Crystal Antlers,anger
Pissed Off,Dulce Liquido,anger
Bullitts Dominæ,Pure Reason Revolution,anger
Rage,Atari Teenage Riot,anger
AGGRESSIVE,Boa,anger
Real World,Snowgoons,anger
Trust Nobody,Ill Bill,anger
Pistol Packin' Papa,Jimmie Rodgers,anger
The sin,Wynardtage,anger
Postmortem,1349,anger
Human Body,Pylon,anger
Transitions,Youth Code,anger
Shakalaka,Dal★Shabet,anger
Pharoah Chromium,Chrome,anger
Dictatorship Of The Mediocre,Septicflesh,anger
Wish,Beatsteaks,anger
Don't Tame Your Soul,Leæther Strip,anger
dakukuu,ムック,anger
Be Free,King Dude & Chelsea Wolfe,anger
#2 Pencil,Melvins,anger
Spiritual Trance,Infected Mushroom,anger
Welfare Problems,Randy,anger
Weird Tales : Electric Frost/Golgotha/Altar Of Melektaus,Electric Wizard,anger
Edge Of Dawn,Covenant,anger
One and the Same,Napalm Death,anger
The Twyncyn/Trembling Willows,Pure Reason Revolution,anger
To Burn Your World,Youth Code,anger
Fuck Fascism,The Oppressed,anger
Evil Playground,Front Line Assembly,anger
You Fat Bastard,Bad Manners,anger
The Touch,Project Pitchfork,anger
Only Getting Younger (feat. Skrillex),Elliphant,anger
Blood In Face,Suicide Commando,anger
Thumper,Raging Speedhorn,anger
Inside-Looking Out,The Animals,anger
Tomorrow I'll Be Back Home,Emil Bulls,anger
Broadcast,Corrupt Souls,anger
Virgin Soil,Illnath,anger
Lambs to the Slaughter,Kreator,anger
Oboro no tsuki,D'espairsRay,anger
End of Days (Pt. 2),Ministry,anger
Summon the Spawn,Revocation,anger
One Sided Love,Mandy Moore,anger
The Black Forest,Steve Vai,anger
My Vile Venom,Tamtrum,anger
MAZE,D'espairsRay,anger
Beat Around The Bush,Endo,anger
Squeeze Her Tease Her,The Animals,anger
Activate!,Atari Teenage Riot,anger
Streets of London,Sex Pistols,anger
Malum,Diary of Dreams,anger
Top Shelf,Outerspace,anger
Ananga-Ranga,Merzbow,anger
Ruin Your Life,Abandoned Pools,anger
Transhuman,Cyanotic,anger
Jenny (feat. Spalding Rockwell),Armand van Helden,anger
Jihad (Radio Version),Slayer,anger
Commitment To Complications,Youth Code,anger
Suizid,Agonoize,anger
Decent Cancer,Ashbury Heights,anger
Disbeliever,Hatesphere,anger
Fama Tuba,Helium Vola,anger
Retrogression,Lock Up,anger
Slave to Misery,Sadus,anger
last Human,Uberbyte,anger
Glenn's Song,Nuclear Assault,anger
More Human Than Human [Meet Bambi In The King's Harem Mix],White Zombie,anger
I Hate My Generation,Cracker,anger
Young Boys,Lords of Acid,anger
Luxury Tax,Rick Ross,anger
Sick little Bitch,Nurzery [Rhymes],anger
Flight on Broken Wings,Eyes Set to Kill,anger
El Consuelo Final,Amduscia,anger
Killing of Kings,Secret Chiefs 3,anger
Impulso Biomecanico,Amduscia,anger
Our Disease,Breakbeat Era,anger
Blowin',B'z,anger
Power Company,Eric Burdon,anger
The Hand That Feeds (Dub Mix),Nine Inch Nails,anger
Anthem 2,Jakalope,anger
Set 'Em Straight,Eric B. & Rakim,anger
Killing Is My Business...And Business Is Good,Megadeth,anger
Parasitic Scriptures Of The Sacred Word,Goatwhore,anger
Strength,Swollen Members,anger
A Girl Named Sandoz,Eric Burdon & The Animals,anger
Eisenfunk,Eisenfunk,anger
We Are the Sand,Soulfallen,anger
The Girls,Diorama,anger
I'm Your Boogie Man [Sex on the Rocks Mix],White Zombie,anger
Über Dem Jenseits,Eisblut,anger
Hell On Wheels,Betty Blowtorch,anger
Walk (live),Pantera,anger
Railways,Juzhin,anger
Fast Jungle,White Zombie,anger
Fantasies (Burning In Hell),Funker Vogt,anger
Super-Charger Heaven (Adults Only mix),White Zombie,anger
One More Nightmare,Fields of the Nephilim,anger
Firewalking,Hocico,anger
Addiction,Sister Machine Gun,anger
Pale forest,Wyrd,anger
PENTAFUNK,Eisenfunk,anger
Tanzflaechenmann,Accessory,anger
Johnny Cash,Ligeia,anger
I Gave My Eyes to Stevie Wonder,Million Dead,anger
Leaves of Three,Soilent Green,anger
Brainwashing (feat. Virgin Killer),Armand van Helden,anger
Gun Crazy,White Zombie,anger
Repeat,Acrnym,anger
All Hell Breaks Loose (live),Misfits,anger
Expose Yourself to Kids,GG Allin,anger
Six Inch Gold Blade,The Birthday Party,anger
Meltdown,Swollen Members,anger
God for Sale,Agonoize,anger
Morituri Te Salutant,C-Drone-Defect,anger
Chaos Wartech,Deathchain,anger
Dusted Decks,The Chemical Brothers,anger
vengeance,Concord Dawn,anger
Mindkill,Rotten Sound,anger
Hands and Knees,Ünloco,anger
Ubermensch,Angerfist,anger
Amerika (Electro Ghetto Remix),Rammstein,anger
This World is Bleeding Flies,Soulfallen,anger
Black Hole,Funker Vogt,anger
t.r.i.c,Otep,anger
Nihilistic Elitist,Jr Ewing,anger
Uniform,Spetsnaz,anger
Negative Nancy,Adore Delano,anger
Obeyer's of their own Death,Xasthur,anger
No Purpose in Life,Nae'blis,anger
Total War,:Wumpscut:,anger
My War,Henry Rollins,anger
Freud's Black Muck,The Eighties Matchbox B-Line Disaster,anger
Skudrinka,Eisenfunk,anger
Backstabber,Disciple,anger
Government Out,The Oppressed,anger
Under the Silence,Dulce Liquido,anger
The American in Me,Avengers,anger
St. James Infirmary,Eric Burdon & The Animals,anger
Melhor do Que Você Pensa,Tequila Baby,anger
These Boots (Uncensored),Megadeth,anger
Kick,White Zombie,anger
Pimps of Gennesaret,Grand Belial's Key,anger
Battle Lines,Disciple,anger
Tonight the City Burns (ft. Cahir O'Doherty & Johnny Black),And So I Watch You From Afar,anger
Is this the End,Wynardtage,anger
Tonight,Damone,anger
Demented,Dwarves,anger
Tyrants in Distress,Watchtower,anger
NY3,Robert Fripp,anger
Window Shopper (Album Version),Nickelback,anger
Vomit Queens,Midnight,anger
Thanks For Nothing,Funker Vogt,anger
"Electric Head, Pt. 2 [Sexational After Dark Mix]",White Zombie,anger
Grave Condition,Severe Torture,anger
Memphis,White Zombie,anger
Motorskill,16volt,anger
Hollowpoint and Whiskey,Planes Mistaken For Stars,anger
War Is My Destiny (feat. Max Cavalera & Immortal Technique),Ill Bill,anger
Millenium,Killing Joke,anger
Real Solution #9 [Mambo Mania Mix],White Zombie,anger
Apathetic,Lunachicks,anger
A Morir,Saratoga,anger
Blindfold,Whispered,anger
Rapid Fire,Testament,anger
Superloop,I Will Never Be The Same,anger
Rammlied (Thrash-Terpiece Remix),Rammstein,anger
Shift of Dismay,Youth Code,anger
Bodies,Drowning Pool,anger
Break Stuff,Limp Bizkit,anger
Bullet in the Head,Rage Against the Machine,anger
The Way I Am,Eminem,anger
You Oughta Know,Alanis Morissette,anger
The Fight Song,Marilyn Manson,anger
"You Think I Ain't Worth a Dollar, But I Feel Like a Millionaire",Queens of the Stone Age,anger
Pet,A Perfect Circle,anger
The Nobodies,Marilyn Manson,anger
Hooker With a Penis,Tool,anger
Elite,Deftones,anger
Roll Right,Rage Against the Machine,anger
War Within a Breath,Rage Against the Machine,anger
Violet,Hole,anger
Criminal,Eminem,anger
Rootless Tree,Damien Rice,anger
Snakecharmer,Rage Against the Machine,anger
Get It Faster,Jimmy Eat World,anger
An Ode to No One,The Smashing Pumpkins,anger
Guernica,Brand New,anger
Alone Down There,Modest Mouse,anger
Tension Head,Queens of the Stone Age,anger
Blood On The Ground,Incubus,anger
Kiss Off,Violent Femmes,anger
With Teeth,Nine Inch Nails,anger
Wolves,Selena Gomez,anger
Seventy Times 7,Brand New,anger
Jude Law and a Semester Abroad,Brand New,anger
The Reflecting God,Marilyn Manson,anger
1-800-273-8255,Logic,anger
Getting Smaller,Nine Inch Nails,anger
Somewhat Damaged,Nine Inch Nails,anger
Tales Of A Scorched Earth,The Smashing Pumpkins,anger
Born Like This,Three Days Grace,anger
You Know What You Are?,Nine Inch Nails,anger
"Endless, Nameless",Nirvana,anger
Rid of Me,PJ Harvey,anger
Hush,Tool,anger
Idiot Wind,Bob Dylan,anger
Kim,Eminem,anger
"Starfuckers, Inc.",Nine Inch Nails,anger
Irresponsible Hate Anthem,Marilyn Manson,anger
X.Y.U.,The Smashing Pumpkins,anger
Don't Bother,Shakira,anger
Sun Doesn't Rise,Mushroomhead,anger
Doin' the Cockroach,Modest Mouse,anger
Believe,Breaking Benjamin,anger
The Shower Scene,Brand New,anger
I Wish I Was Someone Better,Blood Red Shoes,anger
Spray Paint,Black Flag,anger
Last Chance to Lose Your Keys,Brand New,anger
Song for the Dumped,Ben Folds Five,anger
Get Gone,Fiona Apple,anger
Cowboy Dan,Modest Mouse,anger
Bad Guy,Eminem,anger
Fuck U,Archive,anger
"No, You Don't",Nine Inch Nails,anger
The Patron Saint of Liars and Fakes,Fall Out Boy,anger
"Sunrise, Sunset",Bright Eyes,anger
Every Man Has a Molly,Say Anything,anger
Werewolf,Fiona Apple,anger
Last,Nine Inch Nails,anger
Radicals,"Tyler, the Creator",anger
Black,Okkervil River,anger
Anklebiters,Paramore,anger
We've Had Enough,Alkaline Trio,anger
Say Days Ago,The Used,anger
Predictable,Korn,anger
Beach Side Property,Modest Mouse,anger
Long Snake Moan,PJ Harvey,anger
The Futile,Say Anything,anger
Think Twice,EVE 6,anger
Vices,Brand New,anger
Cleaning Out My Closet,Eminem,anger
Belt,Say Anything,anger
Still Running,Chevelle,anger
Broken Promise,Placebo,anger
Put You on Game,Lupe Fiasco,anger
Joe the Lion,David Bowie,anger
Sowing Season,Brand New,anger
Bitch,Dope,anger
Getting Off,Korn,anger
Obnoxious,Immortal Technique,anger
Admit It!!!,Say Anything,anger
Legs,PJ Harvey,anger
Backstabber,The Dresden Dolls,anger
Poltergeist,Deftones,anger
Get Some,Chevelle,anger
Who The Fuck?,PJ Harvey,anger
Don't Ask Me,OK Go,anger
In The Morning And Amazing...,Circa Survive,anger
Rub 'til It Bleeds,PJ Harvey,anger
When You're Around,Motion City Soundtrack,anger
How Fucking Romantic,The Magnetic Fields,anger
Over The Edge,Zebrahead,anger
Life of Pain,Black Flag,anger
Roman's Revenge,Nicki Minaj,anger
Snake,PJ Harvey,anger
Bloody Mother Fucking Asshole,Martha Wainwright,anger
Dead Wrong,The Notorious B.I.G.,anger
Just Got Wicked,Cold,anger
Cashout,Fugazi,anger
You Make Me Sick,Egypt Central,anger
Bring It,Soulfly,anger
Sermon,Drowning Pool,anger
Just,Mudvayne,anger
Certain Tragedy,Saves the Day,anger
Portrait,P.O.D.,anger
Troy,Sinéad O'Connor,anger
Death On Two Legs,Queen,anger
King Rat,Modest Mouse,anger
Cygnet Committee,David Bowie,anger
An Orgy of Critics,Say Anything,anger
The One,Foo Fighters,anger
Slackerbitch,Placebo,anger
Falling Down,Story of the Year,anger
The Runaways,Anberlin,anger
Capsize,Karen O and the Kids,anger
Should Have Known,Robyn,anger
Gutless,Hole,anger
Entertain,Sleater-Kinney,anger
"Slowly, Through a Vector",Say Anything,anger
Like Yeah,Tech N9ne,anger
I'm Gonna Show You Crazy,Bebe Rexha,anger
Golden,"Tyler, the Creator",anger
Poem to a Horse,Shakira,anger
A Welcome Burden,Disturbed,anger
Thrasher,N*E*R*D,anger
Bad Penny,Big Black,anger
Rocks Tonic Juice Magic,Saves the Day,anger
Control It,Static-X,anger
Siberian Kiss,Glassjaw,anger
No Girl So Sweet,PJ Harvey,anger
Mistakes We Knew We Were Making,Straylight Run,anger
Joy,PJ Harvey,anger
The Full Retard,El-P,anger
Blood Roses,Tori Amos,anger
Physical (You're So),Nine Inch Nails,anger
Death on Two Legs (Dedicated to...),Queen,anger
Another Word For Desperate,Straylight Run,anger
Under My Skin,Mudvayne,anger
Pride,Manchester Orchestra,anger
If Work Permits,The Format,anger
Flux = Rad,Pavement,anger
Reagan,Killer Mike,anger
Suffocate,Finger Eleven,anger
Ha Ha,Emilíana Torrini,anger
Little Smirk,Theory of a Deadman,anger
Smile,AFI,anger
Rats!Rats!Rats!,Deftones,anger
Titus Andronicus,Titus Andronicus,anger
Busted,Matchbox Twenty,anger
Blood In The Cut,K.Flay,anger
The The Empty,Le Tigre,anger
Untouchable Face,Ani DiFranco,anger
You Vandal,Saves the Day,anger
Severed,Mudvayne,anger
Love The Way You Lie (feat Rihanna),Eminem,anger
Battle Ready,Otep,anger
Bullet In The Head (Live),Rage Against the Machine,anger
Mother Mother,Tracy Bonham,anger
Fahrenheit,At the Drive-In,anger
Bend the Bracket,Chevelle,anger
I Don't Care Anymore,Phil Collins,anger
Not What You Want,Cat Power,anger
Gardenhead/Leave Me Alone,Neutral Milk Hotel,anger
Bed for the Scraping,Fugazi,anger
Mon Amour,Shakira,anger
Pissant,The Smashing Pumpkins,anger
Spit,Kittie,anger
Here Come The Rome Plows,Drive Like Jehu,anger
This Is How It Feels,The Veronicas,anger
How Do You Do,Shakira,anger
So Much for the Afterglow,Everclear,anger
Snake Charmer,Rage Against the Machine,anger
Last Blues for Bloody Knuckles,La Dispute,anger
The Childcatcher,Patrick Wolf,anger
Lion's Teeth,The Mountain Goats,anger
Going to Georgia,The Mountain Goats,anger
Madman,Silverchair,anger
Picket Fence Cartel,At the Drive-In,anger
Gimmie Gimmie Gimmie,A Perfect Circle,anger
The Height of Callousness,Spineshank,anger
Awesome (feat. The Cool Kids),The Bloody Beetroots,anger
Pig,Sparklehorse,anger
Hell Broke Luce,Tom Waits,anger
Dog Faced Boy,Eels,anger
Feel,Stereophonics,anger
The Promise,The Cure,anger
Lovebites And Razorlines,Glassjaw,anger
Lightsabre Cocksucking Blues,mclusky,anger
Cosmopolitan Blood Loss,Glassjaw,anger
Punker Plus,Le Tigre,anger
It's Not A Fashion Statement It's A Deathwish,My Chemical Romance,anger
Choke Me,The Used,anger
Lightnin' Hopkins,R.E.M.,anger
The Waitress,Tori Amos,anger
Spent The Day In Bed,Morrissey,anger
Gravel,Ani DiFranco,anger
Trespasses,Converge,anger
To Hell With Good Intentions,mclusky,anger
Shake It,Tom Waits,anger
Stuck Pig,Glassjaw,anger
We Are Winning,Flobots,anger
New Found Power,Damageplan,anger
Thoughtless,Evanescence,anger
Citronella,Aesop Rock,anger
You Don't Know Me,Art of Dying,anger
The Radiator Hums,Cursive,anger
A Classic Arts Showcase,...And You Will Know Us by the Trail of Dead,anger
Trainwreck,Banks,anger
Fillthee,Otep,anger
Arms Against Atrophy,Titus Andronicus,anger
Who Is Who,Adolescents,anger
The New American Way,Dropkick Murphys,anger
Romeo Had Juliette,Lou Reed,anger
Angry Johnny and the Radio,The Gaslight Anthem,anger
Dose,Filter,anger
Sugar In The Sacrament,Thursday,anger
Champing at the Bit,Every Time I Die,anger
Covered in Chrome,Violent Soho,anger
The Calendar Hung Itself...,Bright Eyes,anger
Costume Makes the Clown,Shakira,anger
"As We Go Up, We Go Down",Guided by Voices,anger
Learn To Hate,Silverchair,anger
Obsession,Gesaffelstein,anger
Kong Unleashed,Misfits,anger
I Don't Wanna Wait,The Veronicas,anger
Government Flu,Dead Kennedys,anger
All The Time,Tom Waits,anger
L.A. Girl,Adolescents,anger
Get Out of My House,Kate Bush,anger
Baba,Alanis Morissette,anger
Eternal,Mushroomhead,anger
The Life And Death Of Mr. Badmouth,PJ Harvey,anger
Familiar Landscapes,New Found Glory,anger
Still,Geto Boys,anger
Magnet,Bikini Kill,anger
Shame,System of a Down,anger
Fuck You (An Ode to No One),The Smashing Pumpkins,anger
Gloom and How It Gets That Way,Every Time I Die,anger
Pancake,Tori Amos,anger
Every Breath Is A Bomb,The Blood Brothers,anger
Shame,Stabbing Westward,anger
Babe,Glassjaw,anger
Take It or Leave It,The Rolling Stones,anger
Fear of Dying,Jack Off Jill,anger
Sugar,Bikini Kill,anger
Rats! Rats! Rats!,Deftones,anger
Sugar Skulls,Envy on the Coast,anger
Control,Poe,anger
Brick,Ben Folds,anger
Losing Control,This Providence,anger
Faker,Smile Empty Soul,anger
The Battle of Hampton Roads,Titus Andronicus,anger
Liar,Rollins Band,anger
Shame Shame,From First to Last,anger
I Won't Lie Down,Face to Face,anger
The Game Of Who Needs Who The Worst,Cursive,anger
Gentlemen,mewithoutYou,anger
Chemistry,Jawbreaker,anger
Lightning Strikes (Not Once but Twice),The Clash,anger
Not Too Amused,Sebadoh,anger
"If It Wasn't For Hate, We'd Be Dead By Now",Lostprophets,anger
Put em in the Grave,Jedi Mind Tricks,anger
Stay Beautiful,Manic Street Preachers,anger
New Brigade,Iceage,anger
Terminal Illusions,Meshuggah,anger
Into The Blinding Light,Thursday,anger
Midnight Log,The Clash,anger
Lil' Putos,Cypress Hill,anger
Cretin Family,Ramones,anger
Molotov,Soulfly,anger
History's Stranglers,The Bronx,anger
Brotherly Love,Have Heart,anger
When I Am Queen,Jack Off Jill,anger
Drink Deep,Rites of Spring,anger
Everyone I Went to High School With Is Dead,Mr. Bungle,anger
Downed City,Fugazi,anger
Action Needs an Audience,Jimmy Eat World,anger
Not Living,Coal Chamber,anger
Sofisticated Fuck Princess Please Leave Me Alone,Carissa's Wierd,anger
I'm A Swing It,House of Pain,anger
Save Me From Myself,Head,anger
White-Knuckle Blackout!,Machine Head,anger
Hit of the Search Party,Every Time I Die,anger
Not a Friend,Sebadoh,anger
Nazi Halo,Jack Off Jill,anger
Free Your Hate,KMFDM,anger
El Empe,Rishloo,anger
Devastator,The Blood Brothers,anger
Arpeggiator,Fugazi,anger
Wild,Poe,anger
Government Trash,Death from Above 1979,anger
Some Red Handed Sleight of Hand,Cursive,anger
Hands in the Sky (Big Shot),Straylight Run,anger
Rock N' Roll (Could Never Hip Hop Like This),Handsome Boy Modeling School,anger
Under,Filter,anger
Sag My Pants,Hopsin,anger
Flesh,Atmosphere,anger
King of All Excuses,Staind,anger
