track,artist
for the pier (and dead shimmering),sunset rubdown
for the price of a cup of tea,belle and sebastian
for the rest of your life,hope sandoval & the warm inventions
for the restless,tom mcrae
for the roses,deus
for the sake of the song,azure ray
for the sky and the sea and the sea and the sky,vittorio vandelli
for the thousandth time... i really am,aetherius
for the trees (return),matmos
for the trees,matmos
for the wars,clinic
"for the widows in paradise, for the fatherless in ypsilanti",sufjan stevens
for those who have had,organic analog
for those who hesitate,brian mcbride
for today i am a bboy,antony and the johnsons
for today i am a boy,antony and the johnsons
for today,butterfly messiah
for u  version (explicit)),bilal
for unto us a child,georg friedrich händel
for ur love,chris brown
for us both i'll be concerned,marvin gaye
for us,pete yorn
for veronica's sake,alice cooper
for want,heathcote music
for we are the king of the boudoir,the magnetic fields
for what is chatteris...,half man half biscuit
for what it's worth,lilith and the sinnersaints
for what you dream of (full on renaissance mix),bedrock
for what's right,josh gray
for what?,fractured
for which we are truly thankful,lambchop
for whom the bell tolls,bee gees
for whom the bell tolls,steve baker & carmen daye
for whom the bells tolls,metallica
for word,craig d'andrea
for yesterday,tremor control
for you all,vices i admire
for you and i,keren ann
for you blue,the beatles
for you i will (confidence),teddy geiger
for you mom - g. maradi,giovanni marradi
for your babies,simply red
for your entertainment (brad walsh remix),adam lambert
for your entertainment,adam lambert
for your leisure,call the doctor
for your lover give some time,richard hawley
for your love,craig erickson
for your pleasure,roxy music
for you,+/-
for you,angus & julia stone
for you,barenaked ladies
for you,coldplay
for you,duncan sheik
for you,john denver
for you,kirsty hawkshaw
for you,mayson elliott
for you,monica bellucci
for you,nerf herder
for you,peter bradley adams
for you,rae morris
for you,sarah blasko
for you,sharon van etten
for you,solvent
forbidden colors,david sylvian & ryuichi sakamoto
forbidden colours  (vocals: david sylvian),ryuichi sakamoto
forbidden colours,ryuichi sakamoto & david sylvian
forbidden crypts,midnight syndicate
forbidden friendship,john powell
forbidden lover,l'arc~en~ciel
forbidden mountain,george bruns
forbidden scents,australis
forbidden tracks,the flashbulb
forbidden,anna lee
forbidden,the soundrops
forcasa 1,bola
force awakens,hugo vazquez
force awakens,hugo vázquez
force of nature,lenka
forced entry,leprous
forced into the cold again,gears of destruction
forced in,muse
forced laugh,a certain ratio
forced life,chimaira
forced march,between the buried and me
forced to love,broken social scene
forceps delivery,hioctan
forces at work,the feelies
forces of darkness,big sugar victorious
forces... darling,koop
force,東方神起
ford's dream,lazy despots
forderver den første vanndråpen,fyrnask
forecast fascist future,of montreal
forecast for today,pelican
foreground,grizzly bear
foreign 2,king krule
foreign aeroplanes upset sleeping tirana,big block 454
foreign affair,mike oldfield
foreigner suite (full version),cat stevens
foreigner suite,cat stevens
foreplay,probspot
foreshadow (medway remix),blackwatch
forest chase,corner stone cues
forest crunk,aesop rock
forest crunk,blockhead
forest dreams,midival punditz
forest dream,taiga
forest families,the knife
forest hymn (apollo mix),deep forest
forest in peace,swen (dzoncy) stroop
forest marching song,the ladybug transistor
forest moon,boards of canada
forest of arches,rudi arapahoe
forest of cutting shadows,chrono cross
forest of love,antony and the johnsons
forest road two,hoax funeral
forest runners,david arkenstone
forest temple,近藤浩治
forests and sands,camera obscura
forever (radio edit),dee dee
forever [*],queen
forever after,delerium
forever and a day,death by stereo
forever and a day,high contrast
forever and a day,the dissociatives
forever and ever,demis roussos
forever and ever,project divinity
forever autumn,"jeff wayne featuring richard burton, justin hayward"
forever blue,chris isaak
forever changes everything now,moonbabies
forever close my eyes,dälek
forever damaged (the 96th),p.m. dawn
forever days,nelson bragg
forever dolphin love,connan mockasin
forever for now,lp
forever heavy,black moth super rainbow
forever i've known,the maccabees
forever in love,kenny g
forever in my heart,trs-80
forever like a rose,shanice
forever lost,god is an astronaut
forever lost,the magic numbers
forever love (digame),anna nalick
forever memories,w-inds.
forever mine,the o'jays
"forever more (contains dj gregory ""elle"" & bob sinclair ""love generation accapella"")",moloko
forever more,moloko
forever night shade mary,latin playboys
forever now,bang gang
forever now,the psychedelic furs
forever texas,robbie williams
forever yellow skies,the cranberries
forever young,fire and ice
forever young,got7
forever young,rod stewart
forever young,the band
forever yours (acoustic version),sunrise avenue
forever yours,every little thing
forevermore,bridge underwater
forevermore,david ryan harris
forever,arclight
forever,bad robot
forever,ben harper
forever,"drake feat. kanye west, lil wayne & eminem"
forever,flying saucer attack
forever,fresh millions
forever,jarboe
forever,mariah carey
forever,nicholas gunn
forever,nightcore
forever,orbital
forever,papa roach
forever,roy harper
forever,skid row
forever,sturm und drang
forever,the grand opening
forever,the river gods
forever,third day
forever,vices i admire
foreword,vnv nation
forged for decrepitude,aborted
forged,josh martinez
forget about it,alison krauss
forget about the rain,trapt
forget about what i said,the killers
forget about,sibylle baier
forget and not slow down,relient k
forget december,something corporate
forget her,jeff buckley
"forget it, it's a mystery",lisa germano
forget it,breaking benjamin
forget marie,beck
forget me nots,la bouche
forget me not,sieben
forget me not,the civil wars
forget me not,thieves like us
forget me please,emptyself
forget the world,kleenex girl wonder
forget-me-not,floex
forgetful heart,bob dylan
forgetten thoughts,laurent garnier
forgetting,david gray
forgett,sibylle baier
forget,curse ov dialect
forget,lianne la havas
forget,sabrepulse
forget,the reds
forge,thoribass
forgive and forget,blondie
forgive and regret,soilent green
forgive me father,fabolous
forgive me,austra
forgive me,infected mushroom
"forgiven, not forgotten",the corrs
forgiveness from a friend,pale grey sky
forgiveness song,the walkabouts
forgiveness,chronos
forgiveness,craig urquhart
forgiveness,patty griffin
forgiven,blue stone
forgiven,within temptation
forgive,burial
forgiving fate (instrumental),infernosounds
forgiving,pat metheny
forgotten days,iseloh
forgotten depths of nowhere,xasthur
forgotten ground,levellers
forgotten hopes,anathema
forgotten in nepenthes,botanist
forgotten island,adam nickey
forgotten people,thievery corporation
forgotten reprise,the gathering
forgotten spirits,moon
forgotten tears (boys don't cry by haujobb),hocico
forgotten town,christians
forgotten voice of black perun,hate forest
forgotten waltz,lost music planet
forgotten waltz,志方あきこ
forgotten winter wood,autumnstone
forgotten,combichrist
forgotten,mattafix
forgotten,the gathering
forgo,love spirals downwards
forked tongues,rise and fall
forking pathways,skerror
formations,mileece
former airline,wire
former glory,ron sexsmith
former lee warmer,alice cooper
former room,秋田真典
formidable,stromae
formulate,keeley
forood be rast panjgah,masters of persian music
forrest meets forrest,alan silvestri
forsake all other planets and start the gradual progress back to the spiritual world,duncan james smith
forsaken (album version),skillet
forsaken (vocal version),vnv nation
forsaken gardens,peter hammill
forsaken,arx atrata
forsaken,fgfc820
forseen,god module
fort chabrol,sylvie joly
fort gnox,zan-zan-zawa-veia
fort nightly,white rabbits
fortaleza,renaud garcia-fons
forth & back (rock music),slum village
forthenight,musiq
fortitude in the face of strangers (the battle against diversity),stepghost
fortitude,aceyalone
fortress of doors,chris vrenna
fortunate fool,jack johnson
fortunately gone,the breeders
fortunate,maxwell
fortunate,이적
fortune presents gifts not according to the book,dead can dance
fortune strikes again,chris connelly
fortune teller,sugar
"fortune telling fish, curled to suggest 'home'",fortdax
fortune,asva
fortune,dead can dance
fortune,little dragon
forty days and forty nights,bluetonicworld
forty days,streetlight manifesto
forty dollar rug,department of eagles
forty one mosquitoes flying in formation,tame impala
forty one ways,azam ali
forty or fifty,spin doctors
forty six & 2,tool
forty thousands,bootstrap
forty winks,the herbaliser
forty-two,sonic adventure project
forward motion,relient k
força,nelly furtado
fossil contender,the gourds
fotzepolitic,cocteau twins
foul brood,bubble's depo
found in the ground,girls in hawaii
found myself,vermillion lies
found that soul,manic street preachers
foundation (how firm a foundation),bobby fisher
fountain of love,frank zappa
fountain of sorrow,penny nichols
fountain stairs,deerhunter
fountains,m83
fountain,iamamiwhoami
four cornered room,lydia lunch
four eyes,phobophobe
four familiar large gulls,anton rothschild
four flights up,lloyd cole and the commotions
four forks ache,josé gonzález
four foundations of mindfulness part 3 q and a,bhante gunaratana
four gardens,julia holter
four hearts in a can,smog
four in the morning,ivy
four inches per minute on the dvp,p-love
four last things,"i, parasite"
four leaf clover,badly drawn boy
four leaf clover,old 97's
four letter girl,the shamen
four letter word,gossip
four long days,voxtrot
four night rider,the rural alberta advantage
four oak trees,ascent and argus
four pieces for trumpet and piano: 2. soliloquy,john reeman
four pounds in two days,lambchop
four prophets,general fuzz
four score and seven,titus andronicus
four seasons - winter,antonio vivaldi
four seasons in one day,crowded house
four seasons,hanggai
four stones,pecheur
four strong winds,ian & sylvia
four strong winds,johnny cash
four strong winds,neil young
four suns,jucifer
four thieves vinegar,mf doom
four thousand and one desperate attempts to keep a relationship interesting,stunt rock
four twenty-two,ayla nereo
four word letter (pt. two),mewithoutyou
four years,jon mclaughlin
four-day interval,tortoise
fourcycle / sweet silent sea,sabi
fourteen autumns and fifteen winters,the twilight sad
fourteen black paintings,peter gabriel
fourteen,john most
fourth floor,waifs
fourth of july,sufjan stevens
four,deuter
four,john most
foux du fafa,flight of the conchords
fox on the run,sweet
foxglove,bruce cockburn
foxtrot,magenta
foxxxy rockit,my life with the thrill kill kult
foxy girl,daniel johnston
fractal point,atheist
fractals in your eyes,enhues
fractured ii,aetherius
fractured i,aetherius
fractured,modern thieves
fractures,killing the dream
fragen,woden thoth
frage,nascent
fragile (free),maria mena
fragile beauty,oöphoi
fragile day,south
fragile dreams,anathema
fragile happiness,super furry animals
fragile ladders,pitch black
fragile little thing,veljanov
fragile lives,the planet pluto
fragile mind,岩崎琢
fragile-struggente,alio die
fragile,cranes
fragile,god is an astronaut
fragile,julio iglesias
fragile,kylie minogue
fragile,poets of the fall
fragile,sting
fragile,sting / gordon sumner
fragment from the divine litur,ensemble sreteniye
fragment ii,library tapes
fragment nine: would you like to seduce me?,kenneth bager
fragment two... the first picture,kenneth bager feat. julee cruise
fragmentos en el tiempo,hocico
fragments of a memory,manoel
fragments of autumn,fariborz lachini
fragments of fear,delerium
fragments of twilight,aaron marshall
fragments of yesterday,ケンイシイ
fragments,blasterhead
fragments,blondie
fragments,grizzly bear
fragments,manic street preachers
fragments,the who
fragments,thievery corporation
fragments,vertical horizon
fragment,max richter
fragment,spectral network
fragrance,holger czukay
fragrancies,vladimir lisanovitch
fragrant fields,george winston
frail (you might as well be me),the gathering
frailty,paradise lost
frailty,rez
frail,catchy tongue
frame of mine,the october country
framed then failed,only crime
framed,lowell george & the factory
framenummer [live],pe daalemmer & rooie rinus
frame,kaki king
francesca da rimini - excerpt from tableau ii,anna netrebko
francesca,richard thompson
francesca,roy harper
francis farmer..,nirvana
francis massacre,public image ltd.
