track,artist,track_clean,artist_clean,final_emotion
go on,gore gore girls,go on,gore gore girls,sadness
god bless the child,lisa simpson,god bless the child,lisa simpson,sadness
god give me strength,elvis costello live with the metropole orkest,god give me strength,elvis costello live with the metropole orkest,neutral
gold in them hills,coldplay,gold in them hills,coldplay,calm
goldmine,fitness club fiasco,goldmine,fitness club fiasco,joy
gone too far,the reds,gone too far,the reds,anger
good girl gone bad,purrpurr,good girl gone bad,purrpurr,joy
good,child wage slave #324879141242,good,child wage slave 324879141242,neutral
go,a2z's,go,a2zs,joy
grace,aitch,grace,aitch,romantic
grass,cabinet of natural curiosities,grass,cabinet of natural curiosities,reflective
greed,kevin cryderman,greed,kevin cryderman,sadness
green grass,cabinet of natural curiosities,green grass,cabinet of natural curiosities,reflective
green light,mtume,green light,mtume,calm
greensleeves,david nevue,greensleeves,david nevue,joy
green,blockhead,green,blockhead,reflective
greetings,"haastrup, joni",greetings,haastrup joni,neutral
grey,nebulo,grey,nebulo,joy
grief,westwind,grief,westwind,reflective
ground zero,go sakabe,ground zero,go sakabe,excitement
grounded,lovebugs,grounded,lovebugs,romantic
gun,atomica,gun,atomica,neutral
gush,maria schneider orchestra,gush,maria schneider orchestra,joy
gypsy woman,сегодняночью,gypsy woman,сегодняночью,excitement
g,zailm atoyanh,g,zailm atoyanh,reflective
halfway house,apricot rail,halfway house,apricot rail,neutral
hall of records,james call!,hall of records,james call,sadness
hallelujah,azar baksh,hallelujah,azar baksh,joy
halloween ii,samhain,halloween ii,samhain,sadness
hammer,c-netik & gancher & ruin,hammer,cnetik gancher ruin,fear
hana,asa chang & junray,hana,asa chang junray,sadness
happy birthday,pizzicato five,happy birthday,pizzicato five,excitement
happy days are here again,ben selvin orchestra,happy days are here again,ben selvin orchestra,joy
happy days,alan starck,happy days,alan starck,calm
happy new year,ivor game,happy new year,ivor game,joy
hard rain,alloy,hard rain,alloy,excitement
hardcore,the society of invisibles,hardcore,the society of invisibles,sadness
harlem nocturne,boots randolph,harlem nocturne,boots randolph,neutral
harmony,lifeisround,harmony,lifeisround,joy
haunting me,richey hackett,haunting me,richey hackett,reflective
haze,blake mckibben,haze,blake mckibben,romantic
he said she said,batacuda sound machine,he said she said,batacuda sound machine,reflective
he's my guy,marjorie barnes,hes my guy,marjorie barnes,romantic
headphones,the aluminum group,headphones,the aluminum group,sadness
head,gilbert,head,gilbert,excitement
heartache,"stay strong, cannonball",heartache,stay strong cannonball,neutral
heartbeats,elew,heartbeats,elew,neutral
heartland,kiss the anus of a black cat,heartland,kiss the anus of a black cat,reflective
heart,beatkonexion,heart,beatkonexion,romantic
heather,carpenters,heather,carpenters,calm
heatwave,julien creance,heatwave,julien creance,joy
heaven knows,rinaldi sings,heaven knows,rinaldi sings,reflective
helicopters,laura burhenn,helicopters,laura burhenn,joy
helix,byetone,helix,byetone,neutral
helpless,audrey,helpless,audrey,neutral
here comes the sun,michelle creber,here comes the sun,michelle creber,joy
here i am,andrew boyd,here i am,andrew boyd,calm
here,dustin evans,here,dustin evans,reflective
heroin,john cale,heroin,john cale,fear
hey,crustation,hey,crustation,reflective
hidden hand,the budos band,hidden hand,the budos band,excitement
hidden,craig armstrong,hidden,craig armstrong,calm
high beams,miami nights 1984,high beams,miami nights 1984,sadness
high energy,ultrasonic,high energy,ultrasonic,joy
high spirits,govi,high spirits,govi,excitement
history,mos def,history,mos def,joy
hokkaido,amon tobin,hokkaido,amon tobin,sadness
hold me,nathaniel slade,hold me,nathaniel slade,sadness
holy,mono,holy,mono,calm
homewrecker,ariel winter,homewrecker,ariel winter,excitement
home,am,home,am,sadness
honey bunny,mgmt,honey bunny,mgmt,joy
honey,doveman,honey,doveman,neutral
hopeless,969,hopeless,,reflective
hopes and dreams,jim chappell,hopes and dreams,jim chappell,sadness
hopscotch,ufomammut,hopscotch,ufomammut,sadness
horn,kammerflimmer kollektief,horn,kammerflimmer kollektief,neutral
horses,aromabar,horses,aromabar,romantic
horse,the bottomfeeders,horse,the bottomfeeders,excitement
hospital,michael knott,hospital,michael knott,sadness
house of cards,...music video?,house of cards,music video,joy
how come,embrace,how come,embrace,sadness
how long,allison crowe,how long,allison crowe,sadness
human sacrifice,banisher,human sacrifice,banisher,neutral
hummingbird,george winston,hummingbird,george winston,reflective
hunger,acylum,hunger,acylum,neutral
hungry heart,the matthews brothers,hungry heart,the matthews brothers,excitement
hurricane,5th projekt,hurricane,th projekt,reflective
hurt so bad,grant green,hurt so bad,grant green,joy
hymn to the mother of god,diverse,hymn to the mother of god,diverse,excitement
hymn,age pee,hymn,age pee,reflective
i am my beloved's,danielson famile,i am my beloveds,danielson famile,neutral
i can see clearly now,even in blackouts,i can see clearly now,even in blackouts,excitement
i can't help it,tangoterje,i cant help it,tangoterje,joy
i can't let go,annie,i cant let go,annie,joy
i can't wait,brassy,i cant wait,brassy,calm
i die,azar baksh,i die,azar baksh,reflective
i don't know you,charalambides,i dont know you,charalambides,reflective
i don't mind,the national,i dont mind,the national,sadness
i don't wanna,slambo,i dont wanna,slambo,reflective
i hate you,wizo,i hate you,wizo,excitement
i like girls,adam beebe,i like girls,adam beebe,excitement
i love paris,jack costanzo,i love paris,jack costanzo,joy
i miss you,condensia,i miss you,condensia,sadness
i need you,amp fiddler,i need you,amp fiddler,reflective
i need,matt lancaster,i need,matt lancaster,reflective
i should tell you,jonathan larson,i should tell you,jonathan larson,joy
i want candy,mc chris (mc pee pants),i want candy,mc chris mc pee pants,excitement
i want you back,kt tunstall,i want you back,kt tunstall,joy
i'll be your lover too,rob pattinson,ill be your lover too,rob pattinson,sadness
i'm an asshole,chris mackey,im an asshole,chris mackey,sadness
i'm happy,ivor cutler,im happy,ivor cutler,excitement
i'm in love with a german film star,sam taylor-wood,im in love with a german film star,sam taylorwood,excitement
i'm not your bird,zhuzha & petrovich,im not your bird,zhuzha petrovich,excitement
i'm ready,allison weiss,im ready,allison weiss,neutral
i'm super,big gay al,im super,big gay al,joy
i'm the man,lee fields,im the man,lee fields,neutral
i'm too sexy,various artists,im too sexy,various artists,joy
i'm wild about that thing,steinski,im wild about that thing,steinski,romantic
i've seen it all,björk ft. thom yorke,ive seen it all,björk ft thom yorke,reflective
i. allegro,carl philipp emanuel bach,i allegro,carl philipp emanuel bach,joy
icon,k.i.f.o.t.h.,icon,kifoth,sadness
idumea,anonymous 4,idumea,anonymous 4,joy
if it doesn't kill you,siouxsie and the banshees,if it doesnt kill you,siouxsie and the banshees,romantic
if ye love me,the sixteen,if ye love me,the sixteen,excitement
ignition,for the imperium,ignition,for the imperium,neutral
iii,der blutharsch,iii,der blutharsch,reflective
ii,der blutharsch,ii,der blutharsch,reflective
illumination,deuter,illumination,deuter,reflective
illusion,benny benassi,illusion,benny benassi,joy
immersion,master margherita,immersion,master margherita,reflective
imperial,seefeel,imperial,seefeel,sadness
impromptu,saint-preux,impromptu,saintpreux,sadness
in a lonely place,joy division,in a lonely place,joy division,sadness
in dreams,crash my model car,in dreams,crash my model car,joy
in flight,lusine icl,in flight,lusine icl,sadness
in mind,the future sound of london,in mind,the future sound of london,joy
in space,psyfactor,in space,psyfactor,neutral
in the air,cokiyu,in the air,cokiyu,reflective
in the beginning,mike warnke,in the beginning,mike warnke,neutral
in the hall of the mountain king,epica,in the hall of the mountain king,epica,excitement
in time,arrica rose,in time,arrica rose,sadness
in your hands,jimmy ward,in your hands,jimmy ward,romantic
inamorata,oren ambarchi,inamorata,oren ambarchi,reflective
incantation,kevin kerrigan,incantation,kevin kerrigan,fear
independence day,barbie almalbis,independence day,barbie almalbis,reflective
indigo,ed alleyne-johnson,indigo,ed alleynejohnson,sadness
inevitable,lifeisround,inevitable,lifeisround,joy
infection,biostorm,infection,biostorm,neutral
infinity,maturo,infinity,maturo,reflective
ink,ddamage,ink,ddamage,reflective
inner peace,steven halpern,inner peace,steven halpern,calm
innerspace,airwave,innerspace,airwave,neutral
inside,36,inside,,reflective
insomnia,msk,insomnia,msk,romantic
inspiration,rootjoose,inspiration,rootjoose,excitement
instrumental,ll cool j,instrumental,ll cool j,reflective
interlude,aeoliah,interlude,aeoliah,calm
intermission,coeur de pirate,intermission,coeur de pirate,joy
intervention,project creation,intervention,project creation,reflective
inti zar,yahel feat. riko,inti zar,yahel feat riko,joy
into the labyrinth,skyedance,into the labyrinth,skyedance,excitement
into the white,the lake isle,into the white,the lake isle,sadness
introduction,amy weintraub,introduction,amy weintraub,reflective
introitus,douwe eisenga,introitus,douwe eisenga,neutral
invasion,eminem,invasion,eminem,joy
invisible,leah,invisible,leah,reflective
io,super-a-loof,io,superaloof,excitement
ironic,michelle marsh,ironic,michelle marsh,reflective
it ain't easy,brad,it aint easy,brad,sadness
it never entered my mind,george shearing,it never entered my mind,george shearing,sadness
"it takes a lot to laugh, it takes a train to cry",al kooper; steve stills,it takes a lot to laugh it takes a train to cry,al kooper steve stills,sadness
it's alright with me,oleta adams,its alright with me,oleta adams,romantic
it's alright,gary b,its alright,gary b,romantic
it's not your fault,ashley cleveland,its not your fault,ashley cleveland,romantic
iv,der blutharsch,iv,der blutharsch,reflective
i,cacogen,i,cacogen,fear
jack in the box,logic bomb,jack in the box,logic bomb,sadness
jagged,leslie hunt,jagged,leslie hunt,neutral
james call's peter and the wolf,german cars vs american homes,james calls peter and the wolf,german cars vs american homes,reflective
jane,critical mass,jane,critical mass,reflective
jericho,eisenfunk,jericho,eisenfunk,calm
jerusalem,jeff bjorck,jerusalem,jeff bjorck,joy
jesu joy of man's desiring,paul haslem,jesu joy of mans desiring,paul haslem,excitement
jetstream,lusine icl,jetstream,lusine icl,calm
jewel,jun miyake,jewel,jun miyake,neutral
jimmy,0167. [1973] boudewijn de groot,jimmy, 1973 boudewijn de groot,joy
johanna,ost,johanna,ost,joy
journey,elane,journey,elane,sadness
judgment day,taaos,judgment day,taaos,calm
julia,broken ideology,julia,broken ideology,joy
juliet,dj cam,juliet,dj cam,excitement
june bug,melvins,june bug,melvins,sadness
june,marbury,june,marbury,reflective
jungleland,"springstreen, bruce & the e street band",jungleland,springstreen bruce the e street band,neutral
just a thought,michael andrews,just a thought,michael andrews,sadness
just because,deebo mac,just because,deebo mac,sadness
just like you,tower of power,just like you,tower of power,joy
justify my love,front line assembly,justify my love,front line assembly,romantic
karuna,manish vyas,karuna,manish vyas,reflective
karussell,michael rother,karussell,michael rother,reflective
katharsis,nheap,katharsis,nheap,excitement
katmandu,béla fleck,katmandu,béla fleck,reflective
kick,colour coding,kick,colour coding,joy
kiiro,shugo tokumaru,kiiro,shugo tokumaru,reflective
killing me softly,eva cassidy,killing me softly,eva cassidy,sadness
kinetic,dexplicit,kinetic,dexplicit,neutral
kisses,love and light,kisses,love and light,neutral
komm oh tod du schlafes bruder,johann sebastian bach,komm oh tod du schlafes bruder,johann sebastian bach,sadness
kung fu christmas,christopher guest,kung fu christmas,christopher guest,joy
kyrie,furahakören,kyrie,furahakören,sadness
l'alba dei morti viventi,daemonia,lalba dei morti viventi,daemonia,fear
la sirene,井元ともこ,la sirene,井元ともこ,anger
la sola,kenji kawai,la sola,kenji kawai,joy
lala,los tres,lala,los tres,excitement
lament,arcana,lament,arcana,sadness
languish,malhavoc,languish,malhavoc,joy
last breath,aaron marshall,last breath,aaron marshall,fear
last dance,husky rescue,last dance,husky rescue,romantic
last song,巡音ルカ,last song,巡音ルカ,sadness
lazuli,bartek kolodziejczyk,lazuli,bartek kolodziejczyk,calm
lazy,andy smith,lazy,andy smith,sadness
le lacrime,vagrancy,le lacrime,vagrancy,reflective
leave the lights on,aughra & mosh patrol,leave the lights on,aughra mosh patrol,sadness
legendary,belle plaine,legendary,belle plaine,sadness
let happiness come soon to me,mr solo,let happiness come soon to me,mr solo,excitement
let happiness come soon to me,mr solo,let happiness come soon to me,mr solo,excitement
let the tournament begin,hans zimmer and john powell,let the tournament begin,hans zimmer and john powell,joy
letter,kandis,letter,kandis,calm
leviathan,christopher young,leviathan,christopher young,anger
leyre,akiko shikata (志方 あきこ),leyre,akiko shikata 志方 あきこ,reflective
liebe,ayla,liebe,ayla,joy
life is beautiful,jake coco,life is beautiful,jake coco,excitement
lifeline,edison's children,lifeline,edisons children,sadness
lifestyle,david grumel,lifestyle,david grumel,romantic
lifetime,into the fold,lifetime,into the fold,excitement
light my fire,george winston,light my fire,george winston,sadness
lilybelle,geraldine fibbers,lilybelle,geraldine fibbers,fear
limbo,kevin cryderman,limbo,kevin cryderman,sadness
lip service,lip service music,lip service,lip service music,excitement
listen up,doc powell,listen up,doc powell,romantic
list,brandy,list,brandy,neutral
litany,manic street preachers,litany,manic street preachers,sadness
little angel,bobby hutcherson,little angel,bobby hutcherson,calm
