track,artist,track_clean,artist_clean,final_emotion
Dolce Vita,葉加瀬太郎,dolce vita,葉加瀬太郎,anger
君の名前,志方あきこ,君の名前,志方あきこ,anger
ナゾ？,志方あきこ,ナゾ,志方あきこ,anger
くれなゐ,志方あきこ,くれなゐ,志方あきこ,anger
雨やどり,志方あきこ,雨やどり,志方あきこ,anger
英雄葬,志方あきこ,英雄葬,志方あきこ,anger
La luna,志方あきこ,la luna,志方あきこ,anger
Nishikaze no okurimono,志方あきこ,nishikaze no okurimono,志方あきこ,anger
終の果て,志方あきこ,終の果て,志方あきこ,anger
Call,志方あきこ,call,志方あきこ,anger
Kalliope,志方あきこ,kalliope,志方あきこ,anger
カササギ －Τα εννέα πουλιά －,志方あきこ,カササギ τα εννέα πουλιά ,志方あきこ,anger
セイレーン － Ήρωες Αργοναύτες －,志方あきこ,セイレーン ήρωες αργοναύτες ,志方あきこ,anger
恋ヒ数え,志方あきこ,恋ヒ数え,志方あきこ,anger
螺旋の涙,志方あきこ,螺旋の涙,志方あきこ,anger
Saint Bleu,新居昭乃,saint bleu,新居昭乃,anger
Terpsichora - テルプシコラ,志方あきこ,terpsichora テルプシコラ,志方あきこ,anger
絢,志方あきこ,絢,志方あきこ,anger
救世主-花白-,志方あきこ,救世主花白,志方あきこ,anger
Sorriso～Venitelo a vedere 'l mi' piccino～,志方あきこ,sorrisovenitelo a vedere l mi piccino,志方あきこ,anger
Euterpe - エウテルペ,志方あきこ,euterpe エウテルペ,志方あきこ,anger
Erato,志方あきこ,erato,志方あきこ,anger
Forgotten waltz,志方あきこ,forgotten waltz,志方あきこ,anger
sorriso～Memoria,志方あきこ,sorrisomemoria,志方あきこ,anger
Rovina,志方あきこ,rovina,志方あきこ,anger
Kiniro no Chousou ~Uruwashi no Bansan~,志方あきこ,kiniro no chousou uruwashi no bansan,志方あきこ,anger
Thaleia - タレイア,志方あきこ,thaleia タレイア,志方あきこ,anger
HDYM Everyone,Keshco,hdym everyone,keshco,anger
Horizon Blue,志方あきこ,horizon blue,志方あきこ,anger
白梟のテーマ,志方あきこ,白梟のテーマ,志方あきこ,anger
Lai-La,志方あきこ,laila,志方あきこ,anger
little holy place,志方あきこ,little holy place,志方あきこ,anger
エウリュディケ － Μοναδική αγάπη －,志方あきこ,エウリュディケ μοναδική αγάπη ,志方あきこ,anger
箱庭の外で～Agnus Dei,志方あきこ,箱庭の外でagnus dei,志方あきこ,anger
"Danza, fanciulla gentile",志方あきこ,danza fanciulla gentile,志方あきこ,anger
Innocent Place,志方あきこ,innocent place,志方あきこ,anger
Luce,志方あきこ,luce,志方あきこ,anger
Bazar,志方あきこ,bazar,志方あきこ,anger
Le Lacrime～薄明～終末への歯車,志方あきこ,le lacrime薄明終末への歯車,志方あきこ,anger
Se l' aura spira,志方あきこ,se l aura spira,志方あきこ,anger
不条理≧楽しい?,志方あきこ,不条理楽しい,志方あきこ,anger
LAYLANIA,志方あきこ,laylania,志方あきこ,anger
激情 － Άδης －,志方あきこ,激情 άδης ,志方あきこ,anger
Mean Mr. Mustard,Haley Bonar,mean mr mustard,haley bonar,anger
或るK氏の華麗なる食卓～望郷,志方あきこ,或るk氏の華麗なる食卓望郷,志方あきこ,anger
Blood and Fire,Goddess,blood and fire,goddess,anger
Running Up That Hill,Kiki & Herb,running up that hill,kiki herb,anger
Nevica Fitto Fitto,志方あきこ,nevica fitto fitto,志方あきこ,anger
Kuro no Liliana ~Melancholia~,志方あきこ,kuro no liliana melancholia,志方あきこ,anger
フェアリー,志方あきこ,フェアリー,志方あきこ,anger
NU ALREST,黒百合姉妹,nu alrest,黒百合姉妹,anger
Ourania - ウラニア,志方あきこ,ourania ウラニア,志方あきこ,anger
Astral Highway,Goddess,astral highway,goddess,anger
Sink Into Syngamy,Keshco,sink into syngamy,keshco,anger
Mata no Hi ~Prologo~,志方あきこ,mata no hi prologo,志方あきこ,anger
Melpomene - メルポメネ,志方あきこ,melpomene メルポメネ,志方あきこ,anger
We Had Such A Lovely Time,Keshco,we had such a lovely time,keshco,anger
Wax Violet,Keshco,wax violet,keshco,anger
をかし,志方あきこ,をかし,志方あきこ,anger
Au GuMu,志方あきこ,au gumu,志方あきこ,anger
blue forest,黒百合姉妹,blue forest,黒百合姉妹,anger
Fato,志方あきこ,fato,志方あきこ,anger
Voodoo Blues,Goddess,voodoo blues,goddess,anger
Climate Dance,Keshco,climate dance,keshco,anger
Shiver,Amy Courts,shiver,amy courts,anger
Sexual,Goddess,sexual,goddess,anger
Not The End,OK Punk!,not the end,ok punk,anger
オトシモノ,志方あきこ,オトシモノ,志方あきこ,anger
EXEC_with.METHOD_METAFALICA/.,志方あきこ & 霜月はるか,exec_withmethod_metafalica,志方あきこ 霜月はるか,anger
Under del Linden,黒百合姉妹,under del linden,黒百合姉妹,anger
Robert's Doogies Song,Keshco,roberts doogies song,keshco,anger
Messiah,柚楽弥衣,messiah,柚楽弥衣,anger
The Spiral,Goddess,the spiral,goddess,anger
The Wheel Of Fortune - Fortuna,Tomoko Imoto,the wheel of fortune fortuna,tomoko imoto,anger
SACRIFICE,志方あきこ,sacrifice,志方あきこ,anger
籠の鳥,志方あきこ,籠の鳥,志方あきこ,anger
或るK氏の？,志方あきこ,或るk氏の,志方あきこ,anger
百鬼夜行,志方あきこ,百鬼夜行,志方あきこ,anger
花鳥風月,志方あきこ,花鳥風月,志方あきこ,anger
森羅,志方あきこ,森羅,志方あきこ,anger
FAIRY,志方あきこ,fairy,志方あきこ,anger
Digital Veil,Goddess,digital veil,goddess,anger
Indecent Majority,Keshco,indecent majority,keshco,anger
Pantalea ～散夜花影～,志方あきこ,pantalea 散夜花影,志方あきこ,anger
Asian Parfait - Jasmine,Tomoko Imoto,asian parfait jasmine,tomoko imoto,anger
Araldo,志方あきこ,araldo,志方あきこ,anger
Scene IV (Act IV Scene II): Boris's Final Prayer,Modest Petrovich Mussorgsky,scene iv act iv scene ii boriss final prayer,modest petrovich mussorgsky,anger
Kaze Ha Harukana Asu Wo Shiru,志方あきこ,kaze ha harukana asu wo shiru,志方あきこ,anger
風薫る,志方あきこ,風薫る,志方あきこ,anger
Living Sacrifice,Tomoko Imoto,living sacrifice,tomoko imoto,anger
Pirates of the Caribbean,Tomoko Imoto,pirates of the caribbean,tomoko imoto,anger
Farfalle,志方あきこ,farfalle,志方あきこ,anger
Santo,志方あきこ,santo,志方あきこ,anger
Makuai Kaokageuo Sonokoro Danintachiha Kentoutigainahoukouwo Daisousaku,志方あきこ,makuai kaokageuo sonokoro danintachiha kentoutigainahoukouwo daisousaku,志方あきこ,anger
The Wheel Of Fortune,Tomoko Imoto,the wheel of fortune,tomoko imoto,anger
La Sirene,Tomoko Imoto,la sirene,tomoko imoto,anger
Fujouri Tanoshii,志方あきこ,fujouri tanoshii,志方あきこ,anger
Dry Flower,Tomoko Imoto,dry flower,tomoko imoto,anger
Oh smania! oh furie! ~ D'Oreste e d'Aiace,Tomoko Imoto,oh smania oh furie doreste e daiace,tomoko imoto,anger
I've Told You Before,Keshco,ive told you before,keshco,anger
Rovaio,志方あきこ,rovaio,志方あきこ,anger
The Trial Of Your Betrayal,Shadow Keep,the trial of your betrayal,shadow keep,anger
ゆめのあと,志方あきこ,ゆめのあと,志方あきこ,anger
How To Make You Die,Shark Eye,how to make you die,shark eye,anger
Long Hard Road,Crome Syrcus,long hard road,crome syrcus,anger
Inferia,志方あきこ,inferia,志方あきこ,anger
Show Business Martyrs,Kiki & Herb,show business martyrs,kiki herb,anger
Parterre,志方あきこ,parterre,志方あきこ,anger
ヨモスガラ停留所,志方あきこ,ヨモスガラ停留所,志方あきこ,anger
Favilla,志方あきこ,favilla,志方あきこ,anger
ここんがこん,志方あきこ,ここんがこん,志方あきこ,anger
御停め心,志方あきこ,御停め心,志方あきこ,anger
Mark Of The Usurper,Shadow Keep,mark of the usurper,shadow keep,anger
Corruption Within,Shadow Keep,corruption within,shadow keep,anger
Arena,志方あきこ,arena,志方あきこ,anger
Nostalgico,志方あきこ,nostalgico,志方あきこ,anger
森羅 ～遣らずの雨～,志方あきこ,森羅 遣らずの雨,志方あきこ,anger
Ancella,志方あきこ,ancella,志方あきこ,anger
空,志方あきこ,空,志方あきこ,anger
儚,志方あきこ,儚,志方あきこ,anger
tirawa,志方あきこ,tirawa,志方あきこ,anger
Mamma,志方あきこ,mamma,志方あきこ,anger
Shit,Shit,shit,shit,anger
Lovelife,Jason Rowe,lovelife,jason rowe,anger
Meta-morale,Shadow Keep,metamorale,shadow keep,anger
Dum spiro spero,志方あきこ,dum spiro spero,志方あきこ,anger
Sorso,志方あきこ,sorso,志方あきこ,anger
Catastrofe,志方あきこ,catastrofe,志方あきこ,anger
Flower in the Universe,妙,flower in the universe,妙,anger
追想の欠片,志方あきこ,追想の欠片,志方あきこ,anger
月待ち茶話 (LAYLANIA CLUBお茶会での『月下水夢』デモンストレーションBGM),志方あきこ,月待ち茶話 laylania clubお茶会での月下水夢デモンストレーションbgm,志方あきこ,anger
Picture Of A Man,Our Lady J,picture of a man,our lady j,anger
Saté san,Ofasia,saté san,ofasia,anger
Dirty Boy,Goddess,dirty boy,goddess,anger
かくれんぼ,志方あきこ,かくれんぼ,志方あきこ,anger
黒のリリアナ ～メランコリア～ (Kuro no Liliana ~Melancholia~),Akiko Shikata (志方 あきこ),黒のリリアナ メランコリア kuro no liliana melancholia,akiko shikata 志方 あきこ,anger
Pantalea ～散夜花影～ -Instrumental,志方あきこ,pantalea 散夜花影 instrumental,志方あきこ,anger
Soldier On,The Home Guard,soldier on,the home guard,anger
Malinconia,志方あきこ,malinconia,志方あきこ,anger
LastPandemic,志方あきこ,lastpandemic,志方あきこ,anger
ImitationRED,志方あきこ,imitationred,志方あきこ,anger
Think Alike,Keshco,think alike,keshco,anger
エンブリヲ,志方あきこ,エンブリヲ,志方あきこ,anger
Fairy land,椿カオリ,fairy land,椿カオリ,anger
螺旋の涙 ～Piano featuring arrange～,志方あきこ,螺旋の涙 piano featuring arrange,志方あきこ,anger
エルーシア ～Instrumental～,志方あきこ,エルーシア instrumental,志方あきこ,anger
A Secret Meeting at Midnight,Shikata Akiko & Shimotsuki Haruka & Mitose Noriko,a secret meeting at midnight,shikata akiko shimotsuki haruka mitose noriko,anger
Sate San,Ofasia,sate san,ofasia,anger
Phantasmagoria,Shikata Akiko & Shimotsuki Haruka & Mitose Noriko,phantasmagoria,shikata akiko shimotsuki haruka mitose noriko,anger
Ever After,Heard,ever after,heard,anger
Crimson Scar,Shikata Akiko & Shimotsuki Haruka & Mitose Noriko,crimson scar,shikata akiko shimotsuki haruka mitose noriko,anger
Luna Piena,志方あきこ (Shikata Akiko),luna piena,志方あきこ shikata akiko,anger
うみねこのなく頃に - Alternative Instrumental Suites - (Umineko no Naku Koro ni - Alternative Instrumental Suites -),Akiko Shikata (志方 あきこ),うみねこのなく頃に alternative instrumental suites umineko no naku koro ni alternative instrumental suites ,akiko shikata 志方 あきこ,anger
The Rains of Castamere,Erutan,the rains of castamere,erutan,anger
Salome,東京ナミイ,salome,東京ナミイ,anger
Geisha,Marjolaine,geisha,marjolaine,anger
をかし～Instrumental～,志方あきこ,をかしinstrumental,志方あきこ,anger
百鬼夜行～Orgel Arrange ver～,志方あきこ,百鬼夜行orgel arrange ver,志方あきこ,anger
Looks and Money,Driveway,looks and money,driveway,anger
Come Together,東京ナミイ,come together,東京ナミイ,anger
Lingerie,Goddess,lingerie,goddess,anger
MARE,VAGRANCY,mare,vagrancy,anger
Cleopatra,Goddess,cleopatra,goddess,anger
Alabama Song,東京ナミイ,alabama song,東京ナミイ,anger
Tirawa,井元ともこ,tirawa,井元ともこ,anger
Asian Parfait - 茉莉花,井元ともこ,asian parfait 茉莉花,井元ともこ,anger
The Grey Wall and the Prison Bars,志方あきこ,the grey wall and the prison bars,志方あきこ,anger
Ghost Town (Extended Version),Terry Hall,ghost town extended version,terry hall,anger
Erotic,Goddess,erotic,goddess,anger
X-Rated,Goddess,xrated,goddess,anger
Chi vuol la zingarella (Who wants the gypsy girl?),志方あきこ (Shikata Akiko),chi vuol la zingarella who wants the gypsy girl,志方あきこ shikata akiko,anger
Boyz,Goddess,boyz,goddess,anger
La Luna(Wisteria),志方あきこ,la lunawisteria,志方あきこ,anger
Goldmine,Heard,goldmine,heard,anger
In My Bed,Goddess,in my bed,goddess,anger
Swimming,Kalliope,swimming,kalliope,anger
Embryo,志方あきこ,embryo,志方あきこ,anger
Come raggio di sol,志方あきこ (Shikata Akiko),come raggio di sol,志方あきこ shikata akiko,anger
"Danza, Fanciulla Gentile(Wisteria)",志方あきこ,danza fanciulla gentilewisteria,志方あきこ,anger
Nevicata(Wisteria),志方あきこ,nevicatawisteria,志方あきこ,anger
She's Wild,Goddess,shes wild,goddess,anger
ヒト型式PF試奏例β,志方あきこ,ヒト型式pf試奏例β,志方あきこ,anger
Le Lacrime(Wisteria),志方あきこ,le lacrimewisteria,志方あきこ,anger
Chocolat,Harvey Weinstein,chocolat,harvey weinstein,anger
Preamble,Kalliope,preamble,kalliope,anger
Makeda ～Queen of Sheba～,志方あきこ (Shikata Akiko),makeda queen of sheba,志方あきこ shikata akiko,anger
ORION,Shikata,orion,shikata,anger
Reason,Shikata,reason,shikata,anger
Je T'Aime,Goddess,je taime,goddess,anger
First love,Shikata,first love,shikata,anger
Don't Cry,Shikata,dont cry,shikata,anger
All That Departs and Returns,Kalliope,all that departs and returns,kalliope,anger
Elizabeth's Lullaby,Kalliope,elizabeths lullaby,kalliope,anger
Listen to my Wrath,Eamezey,listen to my wrath,eamezey,anger
As one,Shikata,as one,shikata,anger
you're ugly,Kiki & Herb,youre ugly,kiki herb,anger
幕間 ~カオカゲウオ:その頃団員達は見当違いな方向を大捜索中,志方あきこ,幕間 カオカゲウオその頃団員達は見当違いな方向を大捜索中,志方あきこ,anger
Sacrifice,志方あきこ (Shikata Akiko),sacrifice,志方あきこ shikata akiko,anger
Melpomene,志方あきこ (Shikata Akiko),melpomene,志方あきこ shikata akiko,anger
She Walks in Beauty,Kalliope,she walks in beauty,kalliope,anger
The Lusty Horn,Kalliope,the lusty horn,kalliope,anger
Contrasto,志方あきこ (Shikata Akiko),contrasto,志方あきこ shikata akiko,anger
Sexual (Practise Safe Sex version),Goddess,sexual practise safe sex version,goddess,anger
Make It Alright,Angie Foster,make it alright,angie foster,anger
Crossing the Rubicon,Kalliope,crossing the rubicon,kalliope,anger
Back Off (Live),The Sadies,back off live,the sadies,anger
Incêndio,Stupid,incêndio,stupid,anger
Charon's Valley,Kalliope,charons valley,kalliope,anger
How I Feel,Ty Kovatch,how i feel,ty kovatch,anger
Good Heavens,I Am Unanimous!,good heavens,i am unanimous,anger
The Fall of Rome,Kalliope,the fall of rome,kalliope,anger
a verdade oculta de uma jovem atriz | VERDADES OCULTAS,Harvey Weinstein,a verdade oculta de uma jovem atriz verdades ocultas,harvey weinstein,anger
オトシモノ ～Orgel Arrange Ver～,志方あきこ,オトシモノ orgel arrange ver,志方あきこ,anger
Climbing,Kalliope,climbing,kalliope,anger
Pétasse (Minitel Rose Remix),Sexy Sushi,pétasse minitel rose remix,sexy sushi,anger
"1, 2, 3, 4, Train To Kill",Our Lady J, 2 3 4 train to kill,our lady j,anger
Farfalle〜異邦人〜,志方あきこ,farfalle異邦人,志方あきこ,anger
Ta Tanka,Tomoko Imoto,ta tanka,tomoko imoto,anger
まほろば (Mahoroba),Shikata Akiko (志方あきこ),まほろば mahoroba,shikata akiko 志方あきこ,anger
Pushed Around,Heard,pushed around,heard,anger
The Way It's Gonna Be,Ty Kovatch,the way its gonna be,ty kovatch,anger
Tracy,Kalliope,tracy,kalliope,anger
Sento,Kalliope,sento,kalliope,anger
It's Karma Bitch,Anjulie,its karma bitch,anjulie,anger
Stupid,Stupid,stupid,stupid,anger
Calamity,Marjolaine,calamity,marjolaine,anger
西風の贈り物 (Nishikaze no Okurimono),志方あきこ (Shikata Akiko),西風の贈り物 nishikaze no okurimono,志方あきこ shikata akiko,anger
The Bull Song,Kalliope,the bull song,kalliope,anger
Weimar New York,Justin Bond,weimar new york,justin bond,anger
Living a Life With No Regrets,Beauty Full of Shit,living a life with no regrets,beauty full of shit,anger
