track,artist,_2,lyrics
together,mf grimm,Already processed,"[Verse One]
Story 'bout retarded nigga, went against his main nigga
Started rollin wit other niggas, knew they wasn't feelin niggas
Niggas had beef wit niggas, now he breakin bread wit niggas
Jealousy and envy, money leave ya dead nigga
Clip in ya head, throw ya in the bathroom
Inside tub, chainsaw rub
Cut down to nubs, bag like work
Thought he was my man, he was a motherfuckin jerk
From his face wipe smirk, flip the script kinda lurk
But I'm a gravedigga nigga, so I put 'em in the dirt
At first shit hurt, reminiscin' when we laugh
Havin' fun bustin' guns, but yo fuck it that's the past
Had to kill his ass, lose cannon wanna scheme
Free agent over cream switchin' teams
Can't let him slide, time to take this ride
Popped up the trunk, throw 'em inside

(chorus)
He flipped (oh yes he did)
Went to war against his click (oh yes he did)
Even though to us it did really hurt
Still we got together and we tied 'em up (oh yes we did)

He flipped (oh yes he did)
He went to war against his click (oh yes he did)
Even though to us it did really hurt
Still we got together and we beat 'em up (oh yes we did)

He flipped
He went to war against his click (oh yes he did)
Even though to us it did really hurt
Still we got together and we chopped 'em up (oh yes we did)

[Verse Two]
Died on the tracks like the rat he was
Before we blew his brains out, he screamed out ""WHY?""
Didn't tell 'em shit, let 'em find out
From his maker, why he was aired out, FUCK 'em
Cobra Commander, strip the life
Metal Face lay loss, ain't No Snakes Alive
Rakim said, no mistakes allowed
So we corrected 'em, by dissectin 'em

(chorus)
He flipped (oh yes he did)
Went to war against his click (oh yes he did)
Even though to us it did really hurt
Still we got together and we tied 'em up (oh yes we did)

He flipped (oh yes he did)
He went to war against his click (oh yes he did)
Even though to us it did really hurt
Still we got together and we beat 'em up (oh yes we did)

He flipped (oh yes he did)
went to war against his click (oh yes he did)
Even though to us it did really hurt
Still we got together and we chopped 'em up (oh yes we did)"
together,the raconteurs,Already processed,"You and me forever -- we belong together.
And we'll always endeavor throughout any type of weather.

You want everything to be just like (x2)
The stories that you read but never write. (x2)
You gotta learn to live, and live and learn.
You gotta learn to give, and wait your turn,
Or you'll get burned.

You wrote our names down on the sidewalk,
But the rain came and washed them off.
So we should write them again on wet cement,
So people a long time from now will know what we meant.

You want every morning to be just like (x2)
The stories that you read but you never write. (x2)
You gotta learn to live, and live and learn.
You gotta learn to give, and wait your turn.
I'm only concerned.

I'm adding something new to the mixture,
So there's a different hue to your picture.
A different ending to this fairy tale,
With no sunset into which we sail.

You want everything to be just like (x2)
The stories that you read but you can't write.
You gotta learn to live, and live and learn.
Oh, you gotta learn to give and wait your turn,
Or you'll get burned."
together,the soviettes,Already processed,"Everyone's had a day like yours,
But you should know that you're not alone,
'Cause we'll be there with you always,
Call us up. Let's go!

I know when I go low,
I know where I can go,
Find those who help me,
And I find out why so,
I know it's hard to know
Exactly where to go
I find my way so no one else
Can feel left out (?)

[Chorus]
And when you feel let down
No one wants to be around
It's alright, we'll stay by your side.
And we'll get through it together

Some days are dark, I know.
That's why I think it's important to
Surround ourselves with friends who stay close
Feel stronger are along
Go on you always know that
If you need help I'll be there tomorrow.

[Chorus]
I know you're feelin' down
No one wants to be around,
It's alright, we'll stay by your side.
And we'll get through it together.

[Chorus x3]
[In the background:]
(I know you'll always be around,
To pick me up when I fall down,
Keep my feet safe on the ground [x3])"
together,the xx,Already processed,"I know to be there
When and where, I'll be there
You know what's to be said
We said out loud, we never said
My ṗremonition of the world comes to me
A sun in your eyes from the middle life
Says I'm alright
You said you don't have to speak
I can hear you
I can't feel all the things you've ever felt before
I said it's been a long time
Since someone looked at me that way
It's like you knew me
And all the things I couldn't say
Together, to be
Together and be
Together, to be
Together and be
Together, to be
Together and be
Together, to be
Together and be
Together, to be
Together and be
Together, to be
Together and be
Together, to be
Together and be
Together, to be
Together and be"
together,william shatner,Already processed,"Da da da da da da da da
Da da da da da da da da
Da da da da da da da da da

I am naughty but nice
I am sweetness and light
I will make your dreams come true

I love to dance through the night
I love to watch the sunrise
I wanna wake up bright and new

But when we get together, together

Together we're strong and together we're fun
And we break every heart baby one by one
And it doesn't really matter how old or young
Just try an' you'll make it
We know the world is not so gray
We feel the bad times fade away
Together we are strong

I don't mean to get mad
I don't mean to be bad
Sometimes I get a little crazy

I love to play like we should
I get a feeling so good
There aint no angels gonna save me

'Cos when we get together, together

Together we're strong and together we're fun
And we break every heart baby one by one
And it doesn't really matter how old or young
Just try an' you'll make it
We know the world is not so gray
We feel the bad times fade away
Together we are strong

Whenever you need a friend... we're waiting
To always lend a helping hand... don't be shy
When you're feeling lonely

When you're feeling down
Just remember we can turn the world around... turn the world around

Wooooh
Wo-oh
Oh-oh

We know the world is not so gray
We feel the bad times fade away
Together we are strong

Together we're strong and together we're fun
And we break every heart baby one by one
And it doesn't really matter how old or young
Just try an' you'll make it
We know the world is not so gray
We feel the bad times fade away
Together we are strong

Together... we are strong"
tokyo,bruce cockburn,Already processed,"They're getting prepared to haul a car out of the river
Noise and smoke and concrete seem to be going on forever
Grinding gears and drivers getting high on exhaust
I'm thinking about the water down below and what got lost

Pachinko jingle and space torpedo beams
Comic book violence and escaping steam
Grey suited business men pissing against the wall --
Cut to crumbling guardrail, slow motions car fall

Oh Tokyo -- I never can sleep in your arms
Mind keeps on ringing like a fire alarm
Me and all these other dice bouncing around in the cup
Did you have to show me that accident scene
Didn't I get enough shaking up?
Still I'm gonna miss you...

Dragon of good fortune struggles with trickster fox
Energy and patience and the power of the buck
Tonight I'm flying headlong
To meet the dark red edge of dawn
I know somebody will be crying
And somebody will be gone

Oh Tokyo -- I never can sleep in your arms
Mind keeps on ringing like a fire alarm
Me and all these other dice bouncing around in the cup
Did you have to show me that accident scene
Didn't I get enough shaking up?
Still I'm gonna miss you..."
tokyo,sts9,Already processed,LYRICS_NOT_FOUND
tomorrow never knows,the beatles,Already processed,"Turn off your mind
Relax and float down stream
It is not dying
It is not dying

Lay down all thoughts
Surrender to the void
It is shining
It is shining

That you may see
The meaning of within
It is being
It is being

That love is all
That love is everyone
It is knowing
It is knowing

That ignorance and hate
May mourn the dead
It is believing
It is believing

But listen to the colour of your dream
It is not living
It is not living

All play the game
Existence to the end
Of the beginning
Of the beginning

Of the beginning
Of the beginning
Of the beginning
Of the beginning
Of the beginning"
tomorrow never knows,ulver,Already processed,"Turn off your mind, relax
And float down stream
It is not dying
It is not dying

Lay down all thoughts
Surrender to the void
It is shining
It is shining

That you may see
The meaning of within
It is being
It is being

That love is all
And love is everyone
It is knowing
It is knowing

That ignorance and hate
May mourn the dead
It is believing
It is believing

But listen to the
Color of your dreams
It is not living
It is not living

Or play the game
Existence to the end
Of the beginning
Of the beginning
Of the beginning
Of the beginning
Of the beginning
Of the beginning"
tomorrow,avril lavigne,Already processed,"And I wanna believe you
When you tell me that it'll be okay
Yeah, I try to believe you
But I don't
When you say that it's gonna be
It always turns out to be a different way
I try to believe you
Not today, today, today, today, today
I don't know how I'll feel
Tomorrow (tomorrow)
Tomorrow (tomorrow)
And I, don't know what to say
Tomorrow (tomorrow)
Tomorrow is a different day

(Tomorrow)
It's always been up to you
It's turning around, it's up to me
I'm gonna do what I have to do
Just don't
Give me a little time
Leave me alone a little while
Maybe it's not too late
Not today, today, today, today, today
I don't know how I feel
Tomorrow (tomorrow)
Tomorrow (tomorrow)
And I don't know what to say
Tomorrow (tomorrow)
Tomorrow is a different day
Hey, yeah, yeah, hey, yeah, yeah
And I know I'm not ready
Hey, yeah, yeah, hey, yeah, yeah
Maybe tomorrow
Hey, yeah, yeah, hey, yeah, yeah, yeah, yeah
I'm not ready
Hey, yeah, yeah, hey, yeah, yeah
Maybe tomorrow

And I wanna believe you
When you tell me that it'll be okay
Yeah, I try to believe you
Not today, today, today, today, today
Tomorrow it may change

Tomorrow it may change

Tomorrow it may change
Tomorrow it may change
"
